18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|1|TRANSITION PROVISIONS|||§ 18.2-1|Repealing clause.|<p>All acts and parts of acts, all sections of this Code, and all provisions of municipal charters, inconsistent with the provisions of this title, are, except as herein otherwise provided, repealed to the extent of such inconsistency.</p><p>1975, cc. 14, 15.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|1|TRANSITION PROVISIONS|||§ 18.2-2|Effect of repeal of Title 18.1 and enactment of this title.|<p>The repeal of Title 18.1, effective as of October 1, 1975, shall not affect any act or offense done or committed, or any penalty or forfeiture incurred, or any right established, accrued or accruing on or before such date, or any prosecution, suit or action pending on that day. Except as herein otherwise provided, neither the repeal of Title 18.1 nor the enactment of this title shall apply to offenses committed prior to October 1, 1975, and prosecutions for such offenses shall be governed by the prior law, which is continued in effect for that purpose. For the purposes of this section, an offense was committed prior to October 1, 1975, if any of the essential elements of the offense occurred prior thereto.</p><p>1975, cc. 14, 15.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|1|TRANSITION PROVISIONS|||§ 18.2-3|Certain notices, recognizances and processes validated.|<p>Any notice given, recognizance taken, or process or writ issued before October 1, 1975, shall be valid although given, taken or to be returned to a day after such date, in like manner as if this title had been effective before the same was given, taken or issued.</p><p>1975, cc. 14, 15.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|1|TRANSITION PROVISIONS|||§ 18.2-4|References to former sections, articles and chapters of Title 18.1 and others.|<p>Whenever in this title any of the conditions, requirements, provisions or contents of any section, article or chapter of Title 18.1 or any other title of this Code as such titles existed prior to October 1, 1975, are transferred in the same or in modified form to a new section, article or chapter of this title or any other title of this Code and whenever any such former section, article or chapter is given a new number in this or any other title, all references to any such former section, article or chapter of Title 18.1 or such other title appearing elsewhere in this Code than in this title shall be construed to apply to the new or renumbered section, article or chapter containing such conditions, requirements, provisions or contents or portions thereof.</p><p>1975, cc. 14, 15.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|2|CONSTRUCTION AND DEFINITIONS|||§ 18.2-5|Repealed.|<p>Repealed by Acts 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0839'>839</a>, cl. 10, effective October 1, 2005.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|2|Construction and Definitions|||§ 18.2-6|Meaning of certain terms.|<p>As used in this title:</p><p>The word "court," unless otherwise clearly indicated by the context in which it appears, shall mean and include any court vested with appropriate jurisdiction under the Constitution and laws of the Commonwealth.</p><p>The words "driver's license" and "license to operate a motor vehicle" shall mean any document issued under Chapter 3 (§ <a href='/vacode/46.2-300/'>46.2-300</a> et seq.) of Title 46.2, or the comparable law of another jurisdiction, authorizing the operation of a motor vehicle upon the highways.</p><p>The word "judge," unless otherwise clearly indicated by the context in which it appears, shall mean and include any judge, associate judge or substitute judge, or police justice, of any court.</p><p>The words "motor vehicle," "semitrailer," "trailer" and "vehicle" shall have the respective meanings assigned to them by § <a href='/vacode/46.2-100/'>46.2-100</a>.</p><p>Code 1950, § 18.1-5; 1960, c. 358; 1975, cc. 14, 15; 2020, cc. <a href="http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1227" data-mce-href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1227'>1227</a>, <a href="http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1246" data-mce-href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1246'>1246</a>.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|2|CONSTRUCTION AND DEFINITIONS|||§ 18.2-7|Criminal act not to merge civil remedy.|<p>The commission of a crime shall not stay or merge any civil remedy.</p><p>Code 1950, § 18.1-7; 1960, c. 358; 1975, cc. 14, 15.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|3|Classification of Criminal Offenses and Punishment Therefor|||§ 18.2-8|Felonies, misdemeanors and traffic infractions defined.|<p>Offenses are either felonies or misdemeanors. Such offenses as are punishable with confinement in a state correctional facility are felonies; all other offenses are misdemeanors. Traffic infractions are violations of public order as defined in § <a href='/vacode/46.2-100/'>46.2-100</a> and not deemed to be criminal in nature.</p><p>Code 1950, § 18.1-6; 1960, c. 358; 1975, cc. 14, 15; 1977, c. 585; 2021, Sp. Sess. I, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0344'>344</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0345'>345</a>.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|3|CLASSIFICATION OF CRIMINAL OFFENSES AND PUNISHMENT THEREFOR|||§ 18.2-9|Classification of criminal offenses.|<p>(1) Felonies are classified, for the purposes of punishment and sentencing, into six classes:</p><p>(a) Class 1 felony</p><p>(b) Class 2 felony</p><p>(c) Class 3 felony</p><p>(d) Class 4 felony</p><p>(e) Class 5 felony</p><p>(f) Class 6 felony.</p><p>(2) Misdemeanors are classified, for the purposes of punishment and sentencing, into four classes:</p><p>(a) Class 1 misdemeanor</p><p>(b) Class 2 misdemeanor</p><p>(c) Class 3 misdemeanor</p><p>(d) Class 4 misdemeanor.</p><p>1975, cc. 14, 15.</p>
18.2|CRIMES AND OFFENSES GENERALLY|||||1|IN GENERAL|3|Classification of Criminal Offenses and Punishment Therefor|||§ 18.2-10|Punishment for conviction of felony; penalty.|<p>The authorized punishments for conviction of a felony are:</p><p>(a) For Class 1 felonies, imprisonment for life and, subject to subdivision (g), a fine of not more than $100,000. Any person who was 18 years of age or older at the time of the offense and who is sentenced to imprisonment for life upon conviction of a Class 1 felony shall not be eligible for (i) parole, (ii) any good conduct allowance or any earned sentence credits under Chapter 6 (§ <a href='/vacode/53.1-186/'>53.1-186</a> et seq.) of Title 53.1, or (iii) conditional release pursuant to § <a href='/vacode/53.1-40.01/'>53.1-40.01</a> or <a href='/vacode/53.1-40.02/'>53.1-40.02</a>.</p><p>(b) For Class 2 felonies, imprisonment for life or for any term not less than 20 years and, subject to subdivision (g), a fine of not more than $100,000.</p><p>(c) For Class 3 felonies, a term of imprisonment of not less than five years nor more than 20 years and, subject to subdivision (g), a fine of not more than $100,000.</p><p>(d) For Class 4 felonies, a term of imprisonment of not less than two years nor more than 10 years and, subject to subdivision (g), a fine of not more than $100,000.</p><p>(e) For Class 5 felonies, a term of imprisonment of not less than one year nor more than 10 years, or in the discretion of the jury or the court trying the case without a jury, confinement in jail for not more than 12 months and a fine of not more than $2,500, either or both.</p><p>(f) For Class 6 felonies, a term of imprisonment of not less than one year nor more than five years, or in the discretion of the jury or the court trying the case without a jury, confinement in jail for not more than 12 months and a fine of not more than $2,500, either or both.</p><p>(g) Except as specifically authorized in subdivision (e) or (f), the court shall impose either a sentence of imprisonment together with a fine, or imprisonment only. However, if the defendant is not a natural person, the court shall impose only a fine.</p><p>For any felony offense committed (i) on or after January 1, 1995, the court may, and (ii) on or after July 1, 2000, shall, except in cases in which the court orders a suspended term of confinement of at least six months, impose an additional term of incarceration of not less than six months nor more than three years, which shall be suspended conditioned upon successful completion of a period of post-release supervision pursuant to § <a href='/vacode/19.2-295.2/'>19.2-295.2</a> and compliance with such other terms as the sentencing court may require. However, such additional term may only be imposed when the sentence includes an active term of incarceration in a correctional facility.</p><p>For a felony offense prohibiting proximity to children as described in subsection A of § <a href='/vacode/18.2-370.2/'>18.2-370.2</a>, the sentencing court is authorized to impose the punishment set forth in that section in addition to any other penalty provided by law.</p><p>1975, cc. 14, 15; 1977, c. 492; 1990, c. 788; 1991, c. 7; 1994, 2nd Sp. Sess., cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0001'>1</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0002'>2</a>; 1995, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+CHAP0427'>427</a>; 2000, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0361'>361</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0767'>767</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0770'>770</a>; 2003, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP1031'>1031</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP1040'>1040</a>; 2006, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+CHAP0036'>36</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+CHAP0733'>733</a>; 2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0579'>579</a>; 2017, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0086'>86</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0212'>212</a>; 2020, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1115'>1115</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1116'>1116</a>; 2021, Sp. Sess. I, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0344'>344</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0345'>345</a>.</p>
