34|HOMESTEAD AND OTHER EXEMPTIONS|||||1|GENERAL PROVISIONS|||||§ 34-1|Definitions.|<p>As used in this title, unless the context requires a different meaning:</p><p>"Creditor process" means all methods used by creditors to collect unsecured debts.</p><p>"Debt" means a legally enforceable monetary obligation or liability of any individual whether arising out of a contract or otherwise, but not an obligation resulting from an intentional tort.</p><p>"Exempt" means protected from all forms of creditor process.</p><p>"Exemption" means protection from all forms of creditor process.</p><p>"Homestead exemption" means that exemption created by § <a href='http://law.lis.virginia.gov/vacode/34-4/'>34-4</a>.</p><p>"Householder" means any resident of Virginia.</p><p>"Laboring person" means any person who receives wages for his services.</p><p>Code 1919, § 6566; 1974, c. 272; 1978, c. 253; 1979, c. 674; 1990, c. 942.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||1|GENERAL PROVISIONS|||||§ 34-2|Injunction restraining sale of exempted property or garnishment of wages.|<p>An injunction may be awarded to enjoin the sale of any property exempt under the provisions of this title, and to prevent the wages exempted by § <a href='http://law.lis.virginia.gov/vacode/34-29/'>34-29</a> from being garnisheed or otherwise collected by an execution creditor.</p><p>Code 1919, § 6565.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||1|GENERAL PROVISIONS|||||§ 34-3|Articles not exempt from taxes or levies or for their purchase price.|<p>The exemptions under §§ <a href='/vacode/34-4/'>34-4</a>, <a href='/vacode/34-4.1/'>34-4.1</a>, <a href='/vacode/34-26/'>34-26</a>, <a href='/vacode/34-27/'>34-27</a>, <a href='/vacode/34-29/'>34-29</a>, and <a href='/vacode/64.2-311/'>64.2-311</a> shall not extend to distress or lien for state or local taxes or levies, nor to levy, distress, or lien for the purchase price of any articles claimed as exempt or any part of the price thereof nor for fines and damages or either arising from trespass by animals under § <a href='/vacode/55.1-2810/'>55.1-2810</a> as to such animal so trespassing. If an article purchased and not paid for is exchanged or converted into other property of the debtor, such property shall not be exempt from payment of the unpaid purchase money debt.</p><p>Code 1919, § 6563; 1990, c. 942; 1996, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0323'>323</a>.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||1|GENERAL PROVISIONS|||||§ 34-3.1|Property specified in Bankruptcy Reform Act not exempt.|<p>No individual may exempt from the property of the estate in any bankruptcy proceeding the property specified in subsection (d) of § 522 of the Bankruptcy Reform Act (Public Law 95-598), except as may otherwise be expressly permitted under this title.</p><p>1979, c. 692.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||2|HOMESTEAD EXEMPTION OF HOUSEHOLDER|||||§ 34-4|Exemption created.|<p>Every householder shall be entitled, in addition to the property or estate exempt under §§ <a href='/vacode/23.1-707/'>23.1-707</a>, <a href='/vacode/34-26/'>34-26</a>, <a href='/vacode/34-27/'>34-27</a>, <a href='/vacode/34-29/'>34-29</a>, and <a href='/vacode/64.2-311/'>64.2-311</a>, to hold exempt from creditor process arising out of a debt, real and personal property, or either, to be selected by the householder, including money and debts due the householder not exceeding $5,000 in value or, if the householder is 65 years of age or older, not exceeding $10,000 in value, and, in addition, real or personal property used as the principal residence of the householder or the householder's dependents not exceeding $25,000 in value. In addition, upon a showing that a householder supports dependents, the householder shall be entitled to hold exempt from creditor process real and personal property, or either, selected by the householder, including money or monetary obligations or liabilities due the householder, not exceeding $500 in value for each dependent.</p><p>For the purposes of this section, "dependent" means an individual who derives support primarily from the householder and who does not have assets sufficient to support himself, but in no case shall an individual be the dependent of more than one householder.</p><p>Code 1919, § 6531; 1918, p. 487; 1975, c. 466; 1977, c. 496; 1978, c. 231; 1990, c. 942; 1997, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+CHAP0785'>785</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+CHAP0861'>861</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0387'>387</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0328'>328</a>.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||2|HOMESTEAD EXEMPTION OF HOUSEHOLDER|||||§ 34-4.1|Additional exemption for certain veterans.|<p>Every veteran residing in this Commonwealth having a service connected disability of forty percent or more, as rated by the U.S. Department of Veterans Affairs, shall be entitled, in addition to the property or estate which he is entitled to hold exempt from creditor process under §§ <a href='http://law.lis.virginia.gov/vacode/34-4/'>34-4</a>, <a href='http://law.lis.virginia.gov/vacode/34-26/'>34-26</a>, <a href='http://law.lis.virginia.gov/vacode/34-27/'>34-27</a>, <a href='http://law.lis.virginia.gov/vacode/34-29/'>34-29</a>, and <a href='http://law.lis.virginia.gov/vacode/64.2-311/'>64.2-311</a>, to hold exempt from creditor process his real and personal property, or either, to be selected by him by the writings required by §§ <a href='http://law.lis.virginia.gov/vacode/34-6/'>34-6</a> and <a href='http://law.lis.virginia.gov/vacode/34-14/'>34-14</a>, including money and debts due him, not exceeding $10,000 in value.</p><p>1966, c. 499; 1977, c. 496; 1978, c. 231; 1990, c. 942; 1993, c. 150; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0388'>388</a>.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||2|HOMESTEAD EXEMPTION OF HOUSEHOLDER|||||§ 34-4.2|Additional exemption for parents of dependent children.|<p>A. Where a parent supports a dependent minor child or children residing with him, that parent can hold exempt from wage garnishment, in addition to the property or estate that he is entitled to hold exempt from creditor process under §§ <a href='http://law.lis.virginia.gov/vacode/20-108.1/'>20-108.1</a>, <a href='http://law.lis.virginia.gov/vacode/34-4/'>34-4</a>, <a href='http://law.lis.virginia.gov/vacode/34-4.1/'>34-4.1</a>, <a href='http://law.lis.virginia.gov/vacode/34-26/'>34-26</a>, <a href='http://law.lis.virginia.gov/vacode/34-27/'>34-27</a>, <a href='http://law.lis.virginia.gov/vacode/34-29/'>34-29</a>, and <a href='http://law.lis.virginia.gov/vacode/64.2-311/'>64.2-311</a>, an additional amount for the support of the child or children as follows: $34 per week for one child; $52 per week for two children; and $66 per week for three or more children. This additional wage exemption amount shall not be available to a parent whose household gross income, including any support payments for children living in the home, exceeds $1,750 per month. For purposes of this section, "household gross income" means all income from all sources, and shall include, but not be limited to, salaries, wages, commissions, royalties, bonuses, dividends, severance pay, pensions, interest, trust income, annuities, capital gains, social security benefits, workers' compensation benefits, unemployment insurance benefits, disability insurance benefits, veterans' benefits, child support, spousal support, rental income, gifts, prizes or awards paid to any adult living in the household or to the dependent child.</p><p>B. To claim this wage exemption, the parent shall attach to the claim for exemption form set forth in § <a href='http://law.lis.virginia.gov/vacode/8.01-512.4/'>8.01-512.4</a> an affidavit and two items of proof showing that the debtor is entitled to this additional wage exemption. The affidavit shall contain the following statement:</p><p>AFFIDAVIT CONCERNING DEPENDENT CHILDREN AND HOUSEHOLD INCOME</p><p>Having been duly sworn, I, ____________________, depose and state the following to be true, accurate and complete:</p><p>1. I support __________ (number) dependent children, whose names and ages are as follows. For each child I have included the amount of monthly child support I receive (including voluntary support payments and payments made pursuant to a court or administrative order), and, if the child is employed or has other income, the amount of the child's gross monthly income. (If you receive no support for the child and the child has no income, insert zero.)</p><table class="mce-item-table"><tbody><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">a</td><td>Full legal name of child</td><td>Age</td><td>Child's gross monthly support and income</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">b</td><td>_________________________</td><td>______</td><td>______________________________________________</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">c</td><td>_________________________</td><td>______</td><td>______________________________________________</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">d</td><td>_________________________</td><td>______</td><td>______________________________________________</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">e</td><td>_________________________</td><td>______</td><td>______________________________________________</td></tr></tbody></table><p>(attach additional pages if necessary)<br></p><p>2. My personal gross monthly income, not including any of the above amounts, is $__________.</p><p>3. The following are the names and gross monthly incomes of all people who reside with me in the same house, apartment or other dwelling, other than the above-named dependent minor child or children. (If the household resident has no income, insert zero.)</p><table class="mce-item-table"><tbody><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">a</td><td>Full legal name of household residents</td><td>Gross monthly income</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">b</td><td>__________________________________________</td><td>_________________________</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">c</td><td>__________________________________________</td><td>_________________________</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">d</td><td>__________________________________________</td><td>_________________________</td></tr><tr><td class="hiddenTable" style="vertical-align: top; margin-right: 4px;" data-mce-style="vertical-align: top; margin-right: 4px;">e</td><td>__________________________________________</td><td>_________________________</td></tr></tbody></table><p>(attach additional pages if necessary)<br></p><p>4. I swear or affirm that no person other than the above-named individuals resides with me and that I reside with no person other than the above-named individuals.</p><p>________________________________________ (signature of debtor)</p><p>____________________ (date)</p><p>Commonwealth of Virginia:</p><p>City/County of ____________________, to wit:</p><p>Subscribed and sworn to before me, the undersigned Notary Public, this __________ day of __________ (month), __________ (year)</p><p>Notary Public: ________________________________________</p><p>My commission expires: ____________________</p><p>2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0332'>332</a>.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||2|HOMESTEAD EXEMPTION OF HOUSEHOLDER|||||§ 34-5|To what debts exemptions shall not apply.|<p>The property exemptions created under this Code shall not be claimed against the following debts:</p><p>1. For the purchase price of such property or any part thereof. If the property purchased and not paid for is exchanged for or converted into other property by the debtor, such last named property shall not be exempted from the payment of such unpaid purchase money.</p><p>2. For spousal or child support obligations.</p><p>Code 1919, § 6531; 1918, p. 487; 1956, c. 637; 1986, c. 218; 1990, c. 942; 1991, c. 256; 2010, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?101+ful+CHAP0550'>550</a>.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||2|HOMESTEAD EXEMPTION OF HOUSEHOLDER|||||§ 34-6|How exemption of real estate secured; form to claim exemption of real property.|<p>In order to secure the benefit of the exemptions of real estate under §§ <a href='/vacode/34-4/'>34-4</a> and <a href='/vacode/34-4.1/'>34-4.1</a>, the householder, by a writing signed by him and duly admitted to record, to be recorded as deeds are recorded, in the county or city wherein such real estate or any part thereof is located or, if such property is located outside of the Commonwealth, in the county or city in the Commonwealth where the householder resides, shall declare his intention to claim such benefit and select and set apart the real estate to be held by the householder as exempt, and describe the same with reasonable certainty, affixing to the description his cash valuation of the estate so selected and set apart. However, if such real estate is claimed exempt in a case filed under Title 11 of the United States Code, the official Schedule of Property Claimed as Exempt filed in the United States Bankruptcy Court claiming such exemptions shall be sufficient to set apart such property as exempt. Equitable as well as legal estates may be so selected and set apart. The following form, or one which is substantially similar, shall be used and shall be sufficient for the writing required by this section:</p><p>HOMESTEAD DEED FOR REAL PROPERTY</p><p>Name of Householder __________________</p><p>Name of title holder of record (if different)</p><p>               __________________            </p><p>Is the householder a disabled veteran entitled to claim the additional exemption under § <a href='/vacode/34-4.1/'>34-4.1</a>? ________________</p><p>Address of Householder __________________</p><p>Name(s) and age(s) of dependent(s) __________________</p><p>County/city/state in which real property claimed as exempt is located</p><p>               __________________            </p><p>               __________________            </p><p>Description of property claimed as exempt</p><p>               __________________            </p><p>               __________________            </p><p>Value of property described above __________________</p><p>Number of homestead deeds that have been filed by the Householder</p><p>               __________________            </p><p>Exemption amount previously claimed on prior homestead deeds</p><p>               __________________            </p><p>List the jurisdictions where previous homestead deeds were filed</p><p>               __________________            </p><p>__________________ (Signature of Householder)</p><p>__________________ [ACKNOWLEDGMENT]</p><p>Such writing or deed shall not be required to secure any exemption under this Code except those exemptions created by §§ <a href='/vacode/34-4/'>34-4</a> and <a href='/vacode/34-4.1/'>34-4.1</a>.</p><p>Code 1919, § 6532; 1990, c. 942; 1993, c. 150; 1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0331'>331</a>; 2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0224'>224</a>; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0492'>492</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0328'>328</a>.</p>
34|HOMESTEAD AND OTHER EXEMPTIONS|||||2|HOMESTEAD EXEMPTION OF HOUSEHOLDER|||||§ 34-7|Real estate, subject to encumbrances, may be set apart; if sold, how surplus disposed of.|<p>Such real estate may be selected and set apart as aforesaid, subject to any paramount encumbrances thereon. If a sale be had to satisfy the encumbrances, the surplus of the proceeds, if any, not exceeding the amount to which the householder is entitled under § <a href='http://law.lis.virginia.gov/vacode/34-4/'>34-4</a>, shall be paid to the householder and invested by him in such other property as he may select.</p><p>Code 1919, § 6533.</p>
