61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||1|WAREHOUSE RECEIPTS|||||§ 61.1-1|Issue of receipt for goods not received.|<p>A warehouseman, or any officer, agent or servant of a warehouseman, who issues or aids in issuing a receipt knowing that the goods for which such receipt is issued have not been actually received by such warehouseman, or are not under his actual control at the time of issuing such receipt, shall be guilty of a misdemeanor, and shall be punished as provided in § <a href='http://law.lis.virginia.gov/vacode/18.2-12/'>18.2-12</a>.</p><p>Code 1950, § 61-53; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||1|WAREHOUSE RECEIPTS|||||§ 61.1-2|Issue of receipt containing false statement.|<p>A warehouseman, or any officer, agent or servant of a warehouseman, who fraudulently issues or aids in fraudulently issuing a receipt for goods knowing that it contains any false statement, shall be guilty of a misdemeanor, and shall be punished as provided in § <a href='http://law.lis.virginia.gov/vacode/18.2-12/'>18.2-12</a>.</p><p>Code 1950, § 61-54; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||1|WAREHOUSE RECEIPTS|||||§ 61.1-3|Issue of duplicate receipts not so marked.|<p>A warehouseman, or any officer, agent or servant of a warehouseman, who issues or aids in issuing a duplicate or additional negotiable receipt for goods, knowing that a former negotiable receipt for the same goods or any part of them is outstanding and uncanceled, without plainly placing upon the face thereof the word "Duplicate," except as otherwise provided by law, shall be guilty of a misdemeanor.</p><p>Code 1950, § 61-55; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||1|WAREHOUSE RECEIPTS|||||§ 61.1-4|Failure to state in receipt warehouseman's interest in goods.|<p>Where there are deposited with or held by a warehouseman goods of which he is the owner, either solely or jointly in common with others, such warehouseman, or any of his officers, agents or servants, who knowing this ownership, issues or aids in issuing a negotiable receipt for such goods which does not state such ownership, shall be guilty of a misdemeanor, and upon conviction shall be punished as provided for misdemeanors generally in § <a href='http://law.lis.virginia.gov/vacode/18.2-12/'>18.2-12</a>.</p><p>Code 1950, § 61-56; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||1|WAREHOUSE RECEIPTS|||||§ 61.1-5|Delivery of goods without obtaining negotiable receipt.|<p>A warehouseman, or any officer, agent or servant of a warehouseman, who delivers goods out of the possession of such warehouseman, knowing that a negotiable receipt the negotiation of which would transfer the right to the possession of such goods is outstanding and uncanceled, without obtaining the possession of such receipt at or before the time of such delivery, shall, except as otherwise provided by law, be guilty of a misdemeanor, and upon conviction shall be punished as provided in § <a href='http://law.lis.virginia.gov/vacode/18.2-12/'>18.2-12</a>.</p><p>Code 1950, § 61-57; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||1|WAREHOUSE RECEIPTS|||||§ 61.1-6|Fraudulent negotiation of receipt for mortgaged goods.|<p>Any person who deposits goods to which he has not title, upon which there is a lien or security interest, and who takes for such goods a negotiable receipt which he afterwards negotiates for value with intent to deceive, and without disclosing his want of title or the existence of the lien or security interest, shall be guilty of a misdemeanor, and upon conviction shall be punished as provided in § <a href='http://law.lis.virginia.gov/vacode/18.2-12/'>18.2-12</a>.</p><p>Code 1950, § 61-58; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||2|COLD-STORAGE WAREHOUSES [Repealed]|||||§§ 61.1-7 through 61.1-21|Repealed.|<p>Repealed by Acts 1988, c. 149.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||3|REFRIGERATED LOCKER PLANTS [Repealed]|||||§§ 61.1-22 through 61.1-37|Repealed.|<p>Repealed by Acts 1972, c. 447.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||4|TOBACCO WAREHOUSES AND REGULATIONS IN GENERAL|||||§ 61.1-38|Establishment and discontinuance of warehouses.|<p>Tobacco warehouses, which were public warehouses on the day before this Code takes effect, shall continue to be such; and the several circuit and corporation courts may hereafter authorize the erection of tobacco warehouses, or may establish the same, as public warehouses within their respective counties and cities; which warehouses shall be constructed, or shall have been constructed, so as to keep safely, and guard against fire and weather, as far as practicable, all tobacco stored therein, and shall be kept in good repair and at all times, Sunday excepted, be open for receiving, storing, selling and delivering tobacco; but the owner of any such warehouse shall have the right to discontinue the same as a public warehouse, after having published a notice of his intention to do so once a week for four successive weeks in some newspaper published in the county or city, wherein such warehouse is situated, or if no newspaper be published therein, after having posted such notice at the front door of the courthouse of such county or city for four successive weeks.</p><p>Code 1950, § 61-95; 1968, c. 69.</p>
61.1|WAREHOUSES, COLD STORAGE AND REFRIGERATED LOCKER PLANTS|||||4|TOBACCO WAREHOUSES AND REGULATIONS IN GENERAL|||||§ 61.1-39|Weighing leaf tobacco; itemized statements furnished seller.|<p>The proprietor of each and every warehouse shall render to each seller of tobacco at his warehouse a bill plainly stating the amount charged for weighing and handling, the amount charged for auction fees, and the commission charged on such sale, or any other charges made for selling and handling such tobacco.</p><p>Any person violating the provisions of this section shall be guilty of a misdemeanor and shall be punished as provided in § <a href='http://law.lis.virginia.gov/vacode/18.2-12/'>18.2-12</a>.</p><p>Code 1950, § 61-108; 1968, c. 69.</p>
