37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||1|DEFINITIONS|||||§ 37.2-100|Definitions.|<p>As used in this title, unless the context requires a different meaning:</p><p>"Abuse" means any act or failure to act by an employee or other person responsible for the care of an individual in a facility or program operated, licensed, or funded by the Department, excluding those operated by the Department of Corrections, that was performed or was failed to be performed knowingly, recklessly, or intentionally, and that caused or might have caused physical or psychological harm, injury, or death to an individual receiving care or treatment for mental illness, developmental disabilities, or substance abuse. Examples of abuse include acts such as:</p><p>1. Rape, sexual assault, or other criminal sexual behavior;</p><p>2. Assault or battery;</p><p>3. Use of language that demeans, threatens, intimidates, or humiliates the individual;</p><p>4. Misuse or misappropriation of the individual's assets, goods, or property;</p><p>5. Use of excessive force when placing an individual in physical or mechanical restraint;</p><p>6. Use of physical or mechanical restraints on an individual that is not in compliance with federal and state laws, regulations, and policies, professionally accepted standards of practice, or his individualized services plan; and</p><p>7. Use of more restrictive or intensive services or denial of services to punish an individual or that is not consistent with his individualized services plan.</p><p>"Administrative policy community services board" or "administrative policy board" means the public body organized in accordance with the provisions of Chapter 5 (§ <a href='http://law.lis.virginia.gov/vacode/37.2-500/'>37.2-500</a> et seq.) that is appointed by and accountable to the governing body of each city and county that established it to set policy for and administer the provision of mental health, developmental, and substance abuse services. The "administrative policy community services board" or "administrative policy board" denotes the board, the members of which are appointed pursuant to § <a href='http://law.lis.virginia.gov/vacode/37.2-501/'>37.2-501</a> with the powers and duties enumerated in subsection A of § <a href='http://law.lis.virginia.gov/vacode/37.2-504/'>37.2-504</a> and § <a href='http://law.lis.virginia.gov/vacode/37.2-505/'>37.2-505</a>. Mental health, developmental, and substance abuse services are provided through local government staff or through contracts with other organizations and providers.</p><p>"Behavioral health authority" or "authority" means a public body and a body corporate and politic organized in accordance with the provisions of Chapter 6 (§ <a href='http://law.lis.virginia.gov/vacode/37.2-600/'>37.2-600</a> et seq.) that is appointed by and accountable to the governing body of the city or county that established it for the provision of mental health, developmental, and substance abuse services. "Behavioral health authority" or "authority" also includes the organization that provides these services through its own staff or through contracts with other organizations and providers.</p><p>"Behavioral health services" means the full range of mental health and substance abuse services.</p><p>"Board" means the State Board of Behavioral Health and Developmental Services.</p><p>"Commissioner" means the Commissioner of Behavioral Health and Developmental Services.</p><p>"Community services board" means the public body established pursuant to § <a href='http://law.lis.virginia.gov/vacode/37.2-501/'>37.2-501</a> that provides mental health, developmental, and substance abuse services within each city and county that established it; the term "community services board" shall include administrative policy community services boards, operating community services boards, and local government departments with policy-advisory community services boards.</p><p>"Department" means the Department of Behavioral Health and Developmental Services.</p><p>"Developmental disability" means a severe, chronic disability of an individual that (i) is attributable to a mental or physical impairment, or a combination of mental and physical impairments, other than a sole diagnosis of mental illness; (ii) is manifested before the individual reaches 22 years of age; (iii) is likely to continue indefinitely; (iv) results in substantial functional limitations in three or more of the following areas of major life activity: self-care, receptive and expressive language, learning, mobility, self-direction, capacity for independent living, or economic self-sufficiency; and (v) reflects the individual's need for a combination and sequence of special interdisciplinary or generic services, individualized supports, or other forms of assistance that are of lifelong or extended duration and are individually planned and coordinated. An individual from birth to age nine, inclusive, who has a substantial developmental delay or specific congenital or acquired condition may be considered to have a developmental disability without meeting three or more of the criteria described in clauses (i) through (v) if the individual, without services and supports, has a high probability of meeting those criteria later in life.</p><p>"Developmental services" means planned, individualized, and person-centered services and supports provided to individuals with developmental disabilities for the purpose of enabling these individuals to increase their self-determination and independence, obtain employment, participate fully in all aspects of community life, advocate for themselves, and achieve their fullest potential to the greatest extent possible.</p><p>"Facility" means a state or licensed hospital, training center, psychiatric hospital, or other type of residential or outpatient mental health or developmental services facility. When modified by the word "state," "facility" means a state hospital or training center operated by the Department, including the buildings and land associated with it.</p><p>"Family member" means an immediate family member of an individual receiving services or the principal caregiver of that individual. A principal caregiver is a person who acts in the place of an immediate family member, including other relatives and foster care providers, but does not have a proprietary interest in the care of the individual receiving services.</p><p>"Hospital," when not modified by the words "state" or "licensed," means a state hospital and a licensed hospital that provides care and treatment for persons with mental illness.</p><p>"Individual receiving services" or "individual" means a current direct recipient of public or private mental health, developmental, or substance abuse treatment, rehabilitation, or habilitation services and includes the terms "consumer," "patient," "resident," "recipient," or "client."</p><p>"Intellectual disability" means a disability, originating before the age of 18 years, characterized concurrently by (i) significant subaverage intellectual functioning as demonstrated by performance on a standardized measure of intellectual functioning, administered in conformity with accepted professional practice, that is at least two standard deviations below the mean and (ii) significant limitations in adaptive behavior as expressed in conceptual, social, and practical adaptive skills.</p><p>"Licensed hospital" means a hospital or institution, including a psychiatric unit of a general hospital, that is licensed pursuant to the provisions of this title.</p><p>"Mental health services" means planned individualized interventions intended to reduce or ameliorate mental illness or the effects of mental illness through care, treatment, counseling, rehabilitation, medical or psychiatric care, or other supports provided to individuals with mental illness for the purpose of enabling these individuals to increase their self-determination and independence, obtain remunerative employment, participate fully in all aspects of community life, advocate for themselves, and achieve their fullest potential to the greatest extent possible.</p><p>"Mental illness" means a disorder of thought, mood, emotion, perception, or orientation that significantly impairs judgment, behavior, capacity to recognize reality, or ability to address basic life necessities and requires care and treatment for the health, safety, or recovery of the individual or for the safety of others.</p><p>"Neglect" means failure by a person or a program or facility operated, licensed, or funded by the Department, excluding those operated by the Department of Corrections, responsible for providing services to do so, including nourishment, treatment, care, goods, or services necessary to the health, safety, or welfare of an individual receiving care or treatment for mental illness, developmental disabilities, or substance abuse.</p><p>"Operating community services board" or "operating board" means the public body organized in accordance with the provisions of Chapter 5 (§ <a href='http://law.lis.virginia.gov/vacode/37.2-500/'>37.2-500</a> et seq.) that is appointed by and accountable to the governing body of each city and county that established it for the direct provision of mental health, developmental, and substance abuse services. The "operating community services board" or "operating board" denotes the board, the members of which are appointed pursuant to § <a href='http://law.lis.virginia.gov/vacode/37.2-501/'>37.2-501</a> with the powers and duties enumerated in subsection A of § <a href='http://law.lis.virginia.gov/vacode/37.2-504/'>37.2-504</a> and § <a href='http://law.lis.virginia.gov/vacode/37.2-505/'>37.2-505</a>. "Operating community services board" or "operating board" also includes the organization that provides such services, through its own staff or through contracts with other organizations and providers.</p><p>"Performance contract" means the annual agreement negotiated and entered into by a community services board or behavioral health authority with the Department through which it provides state and federal funds appropriated for mental health, developmental, and substance abuse services to that community services board or behavioral health authority.</p><p>"Policy-advisory community services board" or "policy-advisory board" means the public body organized in accordance with the provisions of Chapter 5 that is appointed by and accountable to the governing body of each city or county that established it to provide advice on policy matters to the local government department that provides mental health, developmental, and substance abuse services pursuant to subsection A of § <a href='http://law.lis.virginia.gov/vacode/37.2-504/'>37.2-504</a> and § <a href='http://law.lis.virginia.gov/vacode/37.2-505/'>37.2-505</a>. The "policy-advisory community services board" or "policy-advisory board" denotes the board, the members of which are appointed pursuant to § <a href='http://law.lis.virginia.gov/vacode/37.2-501/'>37.2-501</a> with the powers and duties enumerated in subsection B of § <a href='http://law.lis.virginia.gov/vacode/37.2-504/'>37.2-504</a>.</p><p>"Service area" means the city or county or combination of cities and counties or counties or cities that is served by a community services board or behavioral health authority or the cities and counties that are served by a state facility.</p><p>"Special justice" means a person appointed by a chief judge of a judicial circuit for the purpose of performing the duties of a judge pursuant to § <a href='http://law.lis.virginia.gov/vacode/37.2-803/'>37.2-803</a>.</p><p>"State hospital" means a hospital, psychiatric institute, or other institution operated by the Department that provides care and treatment for persons with mental illness.</p><p>"Substance abuse" means the use of drugs, enumerated in the Virginia Drug Control Act (§ <a href='http://law.lis.virginia.gov/vacode/54.1-3400/'>54.1-3400</a> et seq.), without a compelling medical reason or alcohol that (i) results in psychological or physiological dependence or danger to self or others as a function of continued and compulsive use or (ii) results in mental, emotional, or physical impairment that causes socially dysfunctional or socially disordering behavior and (iii), because of such substance abuse, requires care and treatment for the health of the individual. This care and treatment may include counseling, rehabilitation, or medical or psychiatric care.</p><p>"Training center" means a facility operated by the Department that provides training, habilitation, or other individually focused supports to persons with intellectual disability.</p><p>Code 1950, §§ 37-1.1, 37-34.2:1, 37-254.1; 1950, pp. 899, 935; 1954, c. 668; 1958, c. 556; 1960, c. 133; 1964, cc. 483, 640; 1968, c. 477, § 37.1-1; 1972, cc. 635, 639; 1973, c. 465; 1974, c. 301; 1976, cc. 671, 767, § 37.1-203; 1979, c. 54; 1980, c. 582; 1982, c. 50; 1983, c. 538; 1984, c. 209; 1987, c. 413; 1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0939'>939</a>; 1995, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+CHAP0693'>693</a>, § 15.1-1677; 1996, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0861'>861</a>; 1997, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+CHAP0587'>587</a>, § 37.1-243; 1998, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0680'>680</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0724'>724</a>, § 37.1-194.1; 1999, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+CHAP0969'>969</a>; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>; 2009, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0813'>813</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0840'>840</a>; 2012, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0476'>476</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0507'>507</a>; 2015, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0750'>750</a>; 2017, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0458'>458</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||1|DEFINITIONS|||||§ 37.2-101|Certified mail; subsequent mail or notices may be sent by regular mail.|<p>Whenever in this title the Board, the Commissioner, or the Department is required to send any mail or notice by certified mail and such mail or notice is sent certified mail, return receipt requested, then any subsequent, identical mail or notice that is sent by the Board, the Commissioner, or the Department may be sent by regular mail.</p><p>2011, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0566'>566</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||2|STATE BOARD OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|||||§ 37.2-200|State Board of Behavioral Health and Developmental Services.|<p>A. The State Board of Behavioral Health and Developmental Services is established as a policy board, within the meaning of § <a href='http://law.lis.virginia.gov/vacode/2.2-2100/'>2.2-2100</a>, in the executive branch of government. The Board shall consist of nine nonlegislative citizen members to be appointed by the Governor, subject to confirmation by the General Assembly. The nine members shall consist of one individual who is receiving or who has received services, one family member of an individual who is receiving or who has received services, one individual who is receiving or who has received services or family member of such individual, one elected local government official, one psychiatrist licensed to practice in Virginia, and four citizens of the Commonwealth at large. The Governor, in appointing the psychiatrist member, may make his selection from nominations submitted by the Medical Society of Virginia in collaboration with the Psychiatric Society of Virginia and the Northern Virginia Chapter of the Washington Psychiatric Society.</p><p>B. Appointments shall be made for terms of four years each, except appointments to fill vacancies that shall be for the unexpired terms of vacated appointments. Vacancies shall be filled in the same manner as the original appointments. All members may be reappointed. However, no member shall be eligible to serve more than two four-year terms. The remainder of any term to which a member is appointed to fill a vacancy shall not constitute a term in determining the member's eligibility for reappointment. No person shall serve more than a total of 12 years. Members of the Board may be suspended or removed by the Governor at his pleasure.</p><p>C. Members of the Board shall receive compensation for their services and shall be reimbursed for all reasonable and necessary expenses incurred in the performance of their duties as provided in §§ <a href='http://law.lis.virginia.gov/vacode/2.2-2813/'>2.2-2813</a> and <a href='http://law.lis.virginia.gov/vacode/2.2-2825/'>2.2-2825</a>. The Board is authorized to employ a secretary to assist in the Board's administrative duties. The compensation of the secretary shall be fixed by the Board within the specific limits of the appropriation made therefor by the General Assembly, and the compensation shall be subject to the provisions of Chapter 29 (§ <a href='http://law.lis.virginia.gov/vacode/2.2-2900/'>2.2-2900</a> et seq.) of Title 2.2. The secretary shall perform the duties required of him by the Board. The Department and all other agencies of the Commonwealth shall provide assistance to the Board upon request.</p><p>D. The main office of the Board shall be in the City of Richmond. The Board shall meet quarterly and at such other times as it deems proper. The Board shall elect a chairman and vice-chairman from among its membership. The meetings of the Board shall be held at the call of the chairman or whenever the majority of the members so request. Five members shall constitute a quorum.</p><p>E. The chairman of the Board shall submit to the Governor and the General Assembly an annual executive summary of the activity and work of the Board no later than the first day of each regular session of the General Assembly. The executive summary shall be submitted as provided in the procedures of the Division of Legislative Automated Systems for the processing of legislative documents and reports and shall be posted on the General Assembly's website.</p><p>Code 1950, §§ 37-27 to 37-31; 1956, c. 105; 1968, cc. 477, 502, §§ 37.1-3 to 37.1-7; 1974, c. 509; 1976, c. 671; 1980, c. 582; 1993, c. 178; 1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0447'>447</a>; 2002, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?021+ful+CHAP0050'>50</a>; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>; 2009, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0813'>813</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0840'>840</a>; 2012, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0476'>476</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0507'>507</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||2|STATE BOARD OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|||||§ 37.2-201|Internal evaluation committee of Board.|<p>The Board shall appoint an internal evaluation committee to be composed of at least three members of the Board who shall review and evaluate the effects of designated policies of the Board and the performance of the Department, state facilities, community services boards, and behavioral health authorities in carrying out those policies. The committee and any staff designated by the Commissioner shall have access to all records of the Department, state facilities, community services boards, and behavioral health authorities in carrying out these monitoring activities. The committee shall report its findings to the Board, which shall take action thereon as it deems appropriate.</p><p>1980, c. 582, § 37.1-10.1; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||2|STATE BOARD OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|||||§ 37.2-202|Members not eligible for positions in Department.|<p>No member of the Board shall be eligible for any position in the Department during the term for which he is appointed or for 12 months thereafter.</p><p>Code 1950, § 37-35; 1968, c. 477, § 37.1-19; 1976, c. 671; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||2|STATE BOARD OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|||||§ 37.2-203|Powers and duties of Board.|<p>The Board shall have the following powers and duties:</p><p>1. To develop and establish programmatic and fiscal policies governing the operation of state hospitals, training centers, community services boards, and behavioral health authorities;</p><p>2. To ensure the development of long-range programs and plans for mental health, developmental, and substance abuse services provided by the Department, community services boards, and behavioral health authorities;</p><p>3. To review and comment on all budgets and requests for appropriations for the Department prior to their submission to the Governor and on all applications for federal funds;</p><p>4. To monitor the activities of the Department and its effectiveness in implementing the policies of the Board;</p><p>5. To advise the Governor, Commissioner, and General Assembly on matters relating to mental health, developmental, and substance abuse services;</p><p>6. To adopt regulations that may be necessary to carry out the provisions of this title and other laws of the Commonwealth administered by the Commissioner or the Department;</p><p>7. To ensure the development of programs to educate citizens about and elicit public support for the activities of the Department, community services boards, and behavioral health authorities;</p><p>8. To ensure that the Department assumes the responsibility for providing for education and training of school-age individuals receiving services in state facilities, pursuant to § <a href='http://law.lis.virginia.gov/vacode/37.2-312/'>37.2-312</a>;</p><p>9. To change the names of state facilities; and</p><p>10. To adopt regulations that establish the qualifications, education, and experience for registration of peer recovery specialists by the Board of Counseling.</p><p>Prior to the adoption, amendment, or repeal of any regulation regarding substance abuse services, the Board shall, in addition to the procedures set forth in the Administrative Process Act (§ <a href='http://law.lis.virginia.gov/vacode/2.2-4000/'>2.2-4000</a> et seq.), present the proposed regulation to the Substance Abuse Services Council, established pursuant to § <a href='http://law.lis.virginia.gov/vacode/2.2-2696/'>2.2-2696</a>, at least 30 days prior to the Board's action for the Council's review and comment.</p><p>Code 1950, §§ 37-1, 37-2, 37-4, 37-5, 37-34; 1954, c. 668; 1960, c. 133; 1968, c. 477, §§ 37.1-10, 37.1-34; 1976, cc. 671, 739, § 37.1-223; 1979, c. 41; 1980, c. 582; 1984, c. 720; 1985, c. 207; 1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0724'>724</a>; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>; 2012, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0476'>476</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0507'>507</a>; 2017, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0418'>418</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0426'>426</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||2|STATE BOARD OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|||||§ 37.2-203.1|Licensed provider; statement to prospective employer.|<p>The Board of Behavioral Health and Developmental Services shall amend regulations governing licensed providers to require that every licensed provider provide a statement regarding a current or past employee or other individual currently or previously associated with the provider in a capacity that requires a criminal history background check pursuant to § <a href='/vacode/37.2-416/'>37.2-416</a> or <a href='/vacode/37.2-506/'>37.2-506</a> to any other licensed provider with which the current or past employee has applied for employment or to fill a role that requires a criminal history background check pursuant to § <a href='/vacode/37.2-416/'>37.2-416</a> or <a href='/vacode/37.2-506/'>37.2-506</a>. The statement shall address the character, ability, and fitness for employment in or to otherwise fill the role for which the person has applied and shall be provided upon receipt of a request for such information from the other licensed provider and written consent to the disclosure of such information executed by the current or past employee or other individual currently or previously associated with the provider in a capacity that requires a criminal history background check pursuant to § <a href='/vacode/37.2-416/'>37.2-416</a> or <a href='/vacode/37.2-506/'>37.2-506</a>. Nothing in the amended regulations shall require disclosure of information subject to privilege or confidentiality pursuant to § <a href='/vacode/8.01-581.16/'>8.01-581.16</a>, <a href='/vacode/8.01-581.17/'>8.01-581.17</a>, or <a href='/vacode/32.1-127.1:03/'>32.1-127.1:03</a> or federal law.</p><p>2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0776'>776</a>, § 32.1-326.4.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||2|STATE BOARD OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|||||§ 37.2-204|Appointments to state and local human rights committees.|<p>The Board shall appoint a state human rights committee that shall appoint local human rights committees to address alleged violations of human rights of individuals receiving services. One-third of the appointments made to the state or local human rights committees shall be individuals who are receiving or who have received services or family members of such individuals, with at least two individuals who are receiving or who have received public or private mental health, developmental, or substance abuse treatment or habilitation services within five years of the date of their initial appointment on each committee. In addition, at least one appointment to the state and each local human rights committee shall be a health care provider. Remaining appointments shall include lawyers and persons with interest, knowledge, or training in the mental health, developmental, or substance abuse services field. No current employee of the Department, a community services board, or a behavioral health authority shall serve as a member of the state human rights committee. No current employee of the Department, a community services board, a behavioral health authority, or any facility, program, or organization licensed or funded by the Department or funded by a community services board or behavioral health authority shall serve as a member of any local human rights committee that serves an oversight function for the employing facility, program, or organization.</p><p>1999, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+CHAP0969'>969</a>, § 37.1-84.3; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0453'>453</a>; 2005, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0201'>201</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>; 2012, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0476'>476</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0507'>507</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||3|DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|1|THE DEPARTMENT AND THE COMMISSIONER|||§ 37.2-300|Creation and supervision of Department.|<p>The Department of Behavioral Health and Developmental Services is hereby established in the executive branch of government responsible to the Governor. The Department shall be under the supervision and management of the Commissioner. The Commissioner shall carry out his management and supervisory responsibilities in accordance with the policies and regulations of the Board and applicable federal and state statutes and regulations.</p><p>Code 1950, §§ 14-22, 37-53; 1950, p. 902; 1964, c. 386, § 14.1-16; 1968, c. 477, § 37.1-39; 1972, c. 639; 1976, c. 671; 1980, c. 582; 1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0872'>872</a>; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>; 2009, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0813'>813</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0840'>840</a>.</p>
37.2|BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|I|General Provisions|||3|DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES|1|THE DEPARTMENT AND THE COMMISSIONER|||§ 37.2-301|Appointment of Commissioner.|<p>The Commissioner shall be appointed by the Governor, subject to confirmation by the General Assembly, if in session when the appointment is made or, if not in session, at its next session.</p><p>Code 1950, § 37-54; 1968, c. 477, § 37.1-40; 1976, c. 671; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0716'>716</a>.</p>
