8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-101|Short title.|<p>This title may be cited as Uniform Commercial Code--Funds Transfers.</p><p>1990, c. 9.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-102|Subject matter.|<p>Except as otherwise provided in § <a href='http://law.lis.virginia.gov/vacode/8.4A-108/'>8.4A-108</a>, this title applies to funds transfers defined in § <a href='http://law.lis.virginia.gov/vacode/8.4A-104/'>8.4A-104</a>.</p><p>1990, c. 9.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-103|Definitions: "Payment order"; "Beneficiary"; "Beneficiary's bank"; "Receiving bank"; "Sender.".|<p>(a) In this title:</p><p>(1) "Payment order" means an instruction of a sender to a receiving bank, transmitted orally, electronically, or in writing, to pay, or to cause another bank to pay, a fixed or determinable amount of money to a beneficiary if: (i) the instruction does not state a condition to payment to the beneficiary other than time of payment, (ii) the receiving bank is to be reimbursed by debiting an account of, or otherwise receiving payment from, the sender, and (iii) the instruction is transmitted by the sender directly to the receiving bank or to an agent, funds-transfer system, or communication system for transmittal to the receiving bank.</p><p>(2) "Beneficiary" means the person to be paid by the beneficiary's bank.</p><p>(3) "Beneficiary's bank" means the bank identified in a payment order in which an account of the beneficiary is to be credited pursuant to the order or which otherwise is to make payment to the beneficiary if the order does not provide for payment to an account.</p><p>(4) "Receiving bank" means the bank to which the sender's instruction is addressed.</p><p>(5) "Sender" means the person giving the instruction to the receiving bank.</p><p>(b) If an instruction complying with subdivision (a) (1) of this section is to make more than one payment to a beneficiary, the instruction is a separate payment order with respect to each payment.</p><p>(c) A payment order is issued when it is sent to the receiving bank.</p><p>1990, c. 9.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-104|Definitions: "Funds transfer"; "Intermediary bank"; "Originator"; "Originator's bank.".|<p>In this title:</p><p>(a) "Funds transfer" means the series of transactions, beginning with the originator's payment order, made for the purpose of making payment to the beneficiary of the order. The term includes any payment order issued by the originator's bank or an intermediary bank intended to carry out the originator's payment order. A funds transfer is completed by acceptance by the beneficiary's bank of a payment order for the benefit of the beneficiary of the originator's payment order.</p><p>(b) "Intermediary bank" means a receiving bank other than the originator's bank or the beneficiary's bank.</p><p>(c) "Originator" means the sender of the first payment order in a funds transfer.</p><p>(d) "Originator's bank" means (i) the receiving bank to which the payment order of the originator is issued if the originator is not a bank, or (ii) the originator if the originator is a bank.</p><p>1990, c. 9.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-105|Other definitions.|<p>(a) In this title:</p><p>(1) "Authorized account" means a deposit account of a customer in a bank designated by the customer as a source of payment orders issued by the customer to the bank. If a customer does so designate an account, any account of the customer is an authorized account if payment of a payment order from that account is not inconsistent with a restriction on the use of that account.</p><p>(2) "Bank" means a person engaged in the business of banking and includes a savings bank, savings and loan association, credit union, and trust company. A branch or separate office of a bank is a separate bank for purposes of this title.</p><p>(3) "Customer" means a person, including a bank, having an account with a bank or from whom a bank has agreed to receive payment orders.</p><p>(4) "Funds-transfer business day" of a receiving bank means the part of a day during which the receiving bank is open for the receipt, processing, and transmittal of payment orders and cancellations and amendments of payment orders.</p><p>(5) "Funds-transfer system" means a wire transfer network, automated clearinghouse, or other communication system of a clearinghouse or other association of banks through which a payment order by a bank may be transmitted to the bank to which the order is addressed.</p><p>(6) "Good faith" means honesty in fact and the observance of reasonable commercial standards of fair dealing.</p><p>(7) "Prove" with respect to a fact means to meet the burden of establishing the fact as provided in § <a href='http://law.lis.virginia.gov/vacode/8.1A-201/'>8.1A-201</a>(b)(8).</p><p>(b) Other definitions applying to this title and the sections in which they appear are:</p><p>"Acceptance"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-209/'>8.4A-209</a>.</p><p>"Beneficiary"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-103/'>8.4A-103</a>.</p><p>"Beneficiary's bank"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-103/'>8.4A-103</a>.</p><p>"Executed"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-301/'>8.4A-301</a>.</p><p>"Execution date"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-301/'>8.4A-301</a>.</p><p>"Funds transfer"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-104/'>8.4A-104</a>.</p><p>"Funds-transfer system rule"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-501/'>8.4A-501</a>.</p><p>"Intermediary bank"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-104/'>8.4A-104</a>.</p><p>"Originator"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-104/'>8.4A-104</a>.</p><p>"Originator's bank"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-104/'>8.4A-104</a>.</p><p>"Payment by beneficiary's bank to beneficiary"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-405/'>8.4A-405</a>.</p><p>"Payment by originator to beneficiary"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-406/'>8.4A-406</a>.</p><p>"Payment by sender to receiving bank"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-403/'>8.4A-403</a>.</p><p>"Payment date"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-401/'>8.4A-401</a>.</p><p>"Payment order"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-103/'>8.4A-103</a>.</p><p>"Receiving bank"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-103/'>8.4A-103</a>.</p><p>"Security procedure"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-201/'>8.4A-201</a>.</p><p>"Sender"§ <a href='http://law.lis.virginia.gov/vacode/8.4A-103/'>8.4A-103</a>.</p><p>(c) The following definitions in Title 8.4 apply to this title:</p><p>"Clearinghouse"§ <a href='http://law.lis.virginia.gov/vacode/8.4-104/'>8.4-104</a>.</p><p>"Item"§ <a href='http://law.lis.virginia.gov/vacode/8.4-104/'>8.4-104</a>.</p><p>"Suspends payments"§ <a href='http://law.lis.virginia.gov/vacode/8.4-104/'>8.4-104</a>.</p><p>(d) In addition, Title 8.1A contains general definitions and principles of construction and interpretation applicable throughout this title.</p><p>1990, c. 9; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0353'>353</a>.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-106|Time payment order is received.|<p>(a) The time of receipt of a payment order or communication cancelling or amending a payment order is determined by the rules applicable to receipt of a notice stated in § <a href='http://law.lis.virginia.gov/vacode/8.1A-202/'>8.1A-202</a>. A receiving bank may fix a cut-off time or times on a funds-transfer business day for the receipt and processing of payment orders and communications cancelling or amending payment orders. Different cut-off times may apply to payment orders, cancellations, or amendments, or to different categories of payment orders, cancellations, or amendments. A cut-off time may apply to senders generally or different cut-off times may apply to different senders or categories of payment orders. If a payment order or communication cancelling or amending a payment order is received after the close of a funds-transfer business day or after the appropriate cut-off time on a funds-transfer business day, the receiving bank may treat the payment order or communication as received at the opening of the next funds-transfer business day.</p><p>(b) If this title refers to an execution date or payment date or states a day on which a receiving bank is required to take action, and the date or day does not fall on a funds-transfer business day, the next day that is a funds-transfer business day is treated as the date or day stated, unless the contrary is stated in this title.</p><p>1990, c. 9; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0353'>353</a>.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-107|Federal Reserve regulations and operating circulars.|<p>Regulations of the Board of Governors of the Federal Reserve System and operating circulars of the Federal Reserve Banks supersede any inconsistent provision of this title to the extent of the inconsistency.</p><p>1990, c. 9.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||1|SUBJECT MATTER AND DEFINITIONS|||||||§ 8.4A-108|Relationship to Electronic Fund Transfer Act.|<p>(a) Except as provided in subsection (b), this title does not apply to a funds transfer any part of which is governed by the Electronic Fund Transfer Act of 1978 (Title XX, Public Law 95-630, 92 Stat. 3728, 15 U.S.C. § 1693 et seq.), as amended from time to time.</p><p>(b) This title applies to a funds transfer that is a remittance transfer as defined in the Electronic Fund Transfer Act (15 U.S.C. § 1693o-1) as amended from time to time, unless the remittance transfer is an electronic fund transfer as defined in the Electronic Fund Transfer Act (15 U.S.C. § 1693a) as amended from time to time.</p><p>(c) In a funds transfer to which this title applies, in the event of an inconsistency between an applicable provision of this title and an applicable provision of the Electronic Fund Transfer Act, the provision of the Electronic Fund Transfer Act governs to the extent of the inconsistency.</p><p>1990, c. 9; 2013, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0387'>387</a>.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||2|ISSUE AND ACCEPTANCE OF PAYMENT ORDER|||||||§ 8.4A-201|Security procedure.|<p>"Security procedure" means a procedure established by agreement of a customer and a receiving bank for the purpose of (i) verifying that a payment order or communication amending or cancelling a payment order is that of the customer, or (ii) detecting error in the transmission or the content of the payment order or communication. A security procedure may require the use of algorithms or other codes, identifying words or numbers, encryption, callback procedures, or similar security devices. Comparison of a signature on a payment order or communication with an authorized specimen signature of the customer is not by itself a security procedure.</p><p>1990, c. 9.</p>
8.4A|COMMERCIAL CODE — FUNDS TRANSFERS|||2|ISSUE AND ACCEPTANCE OF PAYMENT ORDER|||||||§ 8.4A-202|Authorized and verified payment orders.|<p>(a) A payment order received by the receiving bank is the authorized order of the person identified as sender if that person authorized the order or is otherwise bound by it under the law of agency.</p><p>(b) If a bank and its customer have agreed that the authenticity of payment orders issued to the bank in the name of the customer as sender will be verified pursuant to a security procedure, a payment order received by the receiving bank is effective as the order of the customer, whether or not authorized, if (i) the security procedure is a commercially reasonable method of providing security against unauthorized payment orders, and (ii) the bank proves that it accepted the payment order in good faith and in compliance with the security procedure and any written agreement or instruction of the customer restricting acceptance of payment orders issued in the name of the customer. The bank is not required to follow an instruction that violates a written agreement with the customer or notice of which is not received at a time and in a manner affording the bank a reasonable opportunity to act on it before the payment order is accepted.</p><p>(c) Commercial reasonableness of a security procedure is a question of law to be determined by considering the wishes of the customer expressed to the bank, the circumstances of the customer known to the bank, including the size, type, and frequency of payment orders normally issued by the customer to the bank, alternative security procedures offered to the customer, and security procedures in general use by customers and receiving banks similarly situated. A security procedure is deemed to be commercially reasonable if (i) the security procedure was chosen by the customer after the bank offered, and the customer refused, a security procedure that was commercially reasonable for that customer, and (ii) the customer expressly agreed in writing to be bound by any payment order, whether or not authorized, issued in its name and accepted by the bank in compliance with the security procedure chosen by the customer.</p><p>(d) The term "sender" in this title includes the customer in whose name a payment order is issued if the order is the authorized order of the customer under subsection (a) of this section, or it is effective as the order of the customer under subsection (b) of this section.</p><p>(e) This section applies to amendments and cancellations of payment orders to the same extent it applies to payment orders.</p><p>(f) Except as provided in this section and in subdivision (a) (1) of § <a href='http://law.lis.virginia.gov/vacode/8.4A-203/'>8.4A-203</a>, rights and obligations arising under this section or § <a href='http://law.lis.virginia.gov/vacode/8.4A-203/'>8.4A-203</a> may not be varied by agreement.</p><p>1990, c. 9.</p>
