10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-100|Definitions.|<p>As used in this subtitle, unless the context requires a different meaning:</p><p>"Department" means the Department of Conservation and Recreation.</p><p>"Director" means the Director of the Department of Conservation and Recreation.</p><p>1988, c. 891; 1989, c. 656.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-101|Department continued; appointment of Director.|<p>The Department of Conservation and Historic Resources is continued as the Department of Conservation and Recreation. The Department shall be headed by a Director appointed by the Governor to serve at his pleasure for a term coincident with his own.</p><p>1984, c. 750, § 10-252; 1988, c. 891; 1989, c. 656.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-102|Powers and duties of Director.|<p>The Director, under the direction and control of the Governor, shall exercise the powers and perform the duties that are conferred upon him by law and he shall perform such other duties as may be required of him by the Governor or the appropriate citizen boards.</p><p>1984, c. 750, § 10-252.1; 1988, c. 891.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-103|Organization of the Department.|<p>The Director shall establish divisions through which the functions of the Department and the corresponding powers and duties may be exercised and discharged. The Director shall appoint competent persons to direct the various functions and programs of the Department, and may delegate any of the powers and duties conferred or imposed by law upon him.</p><p>1984, c. 750, § 10-253; 1986, c. 567; 1987, c. 234; 1988, c. 891; 1989, c. 656.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-104|Powers of the Department.|<p>A. The Department shall have the following powers, which may be delegated by the Director:</p><p>1. To employ such personnel as may be required to carry out those duties conferred by law;</p><p>2. To make and enter into all contracts and agreements necessary or incidental to the performance of its duties and the execution of its powers, including but not limited to contracts with private nonprofit organizations, the United States, other state agencies and political subdivisions of the Commonwealth;</p><p>3. To accept bequests and gifts of real and personal property as well as endowments, funds, and grants from the United States government, its agencies and instrumentalities, and any other source. To these ends, the Department shall have the power to comply with such conditions and execute such agreements as may be necessary, convenient or desirable;</p><p>4. To prescribe rules and regulations necessary or incidental to the performance of duties or execution of powers conferred by law;</p><p>5. To establish noncompetitively procured contracts, notwithstanding the Virginia Public Procurement Act (§ <a href='http://law.lis.virginia.gov/vacode/2.2-4300/'>2.2-4300</a> et seq.), with private nonprofit organizations that are exempt from federal taxation, to conduct revenue producing activities on Department lands provided the revenue generated after expenses is used to benefit Virginia State Parks and the Natural Area Preserve System. This subsection shall not provide for establishing contracts for capital improvements to state-owned facilities or on Department lands;</p><p>6. To establish the Office of Environmental Education to provide increased opportunities for public education programs on environmental issues. The Office shall initiate and supervise programs designed to educate citizens on ecology, pollution and its control, technology and its relationship to environmental problems and their solutions, population and its relationship to environmental problems, and other matters concerning environmental quality;</p><p>7. To perform acts necessary or convenient to carry out the duties conferred by law; and</p><p>8. To assess civil penalties for violations of § <a href='http://law.lis.virginia.gov/vacode/10.1-200.3/'>10.1-200.3</a>.</p><p>B. Pursuant to the Administrative Process Act (§ <a href='http://law.lis.virginia.gov/vacode/2.2-4000/'>2.2-4000</a> et seq.), the Department may promulgate regulations necessary to carry out the purposes and provisions of this subtitle. A violation of any regulation shall constitute a Class 1 misdemeanor, unless a different penalty is prescribed by the Code of Virginia. However, a violation of the Virginia State Park Regulations (<a href='http://law.lis.virginia.gov/admincode/title4/agency5/chapter30/'>4VAC5-30</a>) shall constitute a Class 3 misdemeanor.</p><p>1984, c. 739, §§ 10-21.3:4, 10-21.3:5; 1984, c. 750, § 10-254; 1985, c. 448; 1988, c. 891; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0370'>370</a>; 2007, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0632'>632</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0392'>392</a>; 2012, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0803'>803</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0835'>835</a>.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|Department of Conservation and Recreation|||§ 10.1-104.01|Repealed.|<p>Repealed by Acts 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0490'>490</a>, cl. 2.</p><p></p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-104.1|Department to assist in the nonpoint source pollution management program.|<p>A. The Department, with the advice of the Board of Conservation and Recreation and the Virginia Soil and Water Conservation Board and in cooperation with other agencies, organizations, and the public as appropriate, shall assist in the Commonwealth's nonpoint source pollution management program.</p><p>B. The Department shall be assisted in performing its nonpoint source pollution management responsibilities by Virginia's soil and water conservation districts. Assistance by the soil and water conservation districts in the delivery of local programs and services may include (i) the provision of technical assistance to advance adoption of conservation management services, (ii) delivery of educational initiatives targeted at youth and adult groups to further awareness and understanding of water quality issues and solutions, and (iii) promotion of incentives to encourage voluntary actions by landowners and land managers in order to minimize nonpoint source pollution contributions to state waters.</p><p>The provisions of this section shall not limit the powers and duties of other state agencies.</p><p>1993, cc. 19, 830; 2004, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+CHAP0474'>474</a>; 2013, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0756'>756</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0793'>793</a>.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-104.2|Voluntary nutrient management training and certification program.|<p>A. The Department shall operate a voluntary nutrient management training and certification program to certify, in accordance with regulations adopted by the Virginia Soil and Water Conservation Board pursuant to subsection D, the competence of persons preparing nutrient management plans for the purpose of (i) assisting landowners and operators in the management of land application of fertilizers, municipal sewage sludges, animal manures, and other nutrient sources for agronomic benefits and for the protection of the Commonwealth's ground and surface waters and (ii) assisting owners and operators of agricultural land and turf to achieve economic benefits from the effective management and application of nutrients.</p><p>B. The Department shall develop a flexible, tiered, Voluntary Nutrient Management Plan Program to assist owners and operators of agricultural land and turf in (i) preparing nutrient management plans for their own property that meet the nutrient management specifications developed by the Department and (ii) achieving economic benefits for owners and operators as a result of effective nutrient management. The Department shall convene a stakeholder group composed of individuals representing agricultural and environmental organizations to assist in the development of this Program. Individuals representing the agricultural stakeholders shall include both farmers who currently operate farms and agribusiness representatives who serve the farming community. Individuals representing environmental stakeholders shall include at least two members and a staff member of the Virginia Delegation to the Chesapeake Bay Commission and one representative from the Rappahannock River Basin Commission. The Program shall: (a) allow owners and operators of agricultural lands and turf who are not required to have a certified nutrient management plan to prepare their own nutrient management plans; (b) include a tiered approach for lands of different sizes, agricultural production, and nutrient applications; (c) consider similar online programs in other states or sponsored by baccalaureate institutions of higher education; (d) address how the nutrient management plans can be verified and receive credit in the Chesapeake Bay Watershed Model for properties in the Chesapeake Bay watershed; (e) begin testing the software for the Program by July 1, 2013, and begin full implementation by July 1, 2014; and (f) include any other issues related to developing a flexible, tiered, Voluntary Nutrient Management Plan Program for owners and operators of agricultural lands and turf.</p><p>C. Any personal or proprietary information collected pursuant to subsection B shall be exempt from the Virginia Freedom of Information Act (§ <a href='http://law.lis.virginia.gov/vacode/2.2-3700/'>2.2-3700</a> et seq.), except that the Director may release information that has been transformed into a statistical or aggregate form that does not allow identification of the persons who supplied, or are the subject of, particular information. This subsection shall not preclude the application of the Virginia Freedom of Information Act in all other instances of federal or state regulatory actions.</p><p>D. The Virginia Soil and Water Conservation Board shall adopt regulations:</p><p>1. Specifying qualifications and standards for individuals to be deemed competent in nutrient management plan preparation, and providing for the issuance of documentation of certification to such individuals;</p><p>2. Specifying conditions under which a certificate issued to an individual may be suspended or revoked;</p><p>3. Providing for criteria relating to the development of nutrient management plans for various agricultural and urban agronomic practices, including protocols for use by laboratories in determining soil fertility, animal manure nutrient content, or plant tissue nutrient uptake for the purpose of nutrient management;</p><p>4. Establishing fees to be paid by individuals enrolling in the training and certification programs;</p><p>5. Providing for the performance of other duties and the exercise of other powers by the Director as may be necessary to provide for the training and certification of individuals preparing nutrient management plans; and</p><p>6. Giving due consideration to relevant existing agricultural certification programs.</p><p>E. There is hereby established a special, nonreverting fund in the state treasury to be known as the Nutrient Management Training and Certification Fund. The fund shall consist of all fees collected by the Department pursuant to subsection D. No part of the fund, either principal or interest, shall revert to the general fund. The fund shall be administered by the Director, and shall be used solely for the payment of expenses of operating the nutrient management training and certification program.</p><p>F. For the purposes of this section, the term "turf" shall have the same meaning as defined in § <a href='http://law.lis.virginia.gov/vacode/3.2-3600/'>3.2-3600</a>.</p><p>1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0159'>159</a>; 2011, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0341'>341</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0353'>353</a>; 2012, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0781'>781</a>; 2013, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0593'>593</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0658'>658</a>.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-104.2:1|Nitrogen application rates; regulations.|<p>A. The Virginia Soil and Water Conservation Board shall adopt regulations that amend the application rates in the Virginia Nutrient Management Standards and Criteria by incorporating into such regulations or the documents incorporated by reference the recommended application rates for nitrogen in lawn fertilizer and lawn maintenance fertilizer and the recommended application rates for "slow or controlled release fertilizer" and "enhanced efficiency lawn fertilizer," as such terms are defined and adopted or proposed for adoption by the Association of American Plant Food Control Officials, as described in the Virginia Department of Agriculture and Consumer Services' December 2011 "Report on the Use of Slowly Available Nitrogen in Lawn Fertilizer and Lawn Maintenance Fertilizer."</p><p>B. Such regulatory amendment provided for in subsection A shall follow a fast-track regulatory process established pursuant to § <a href='http://law.lis.virginia.gov/vacode/2.2-4012.1/'>2.2-4012.1</a> of the Administrative Process Act and shall be adopted no later than July 1, 2014.</p><p>2012, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0796'>796</a>; 2013, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0593'>593</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0658'>658</a>.</p>
10.1|CONSERVATION|I|ACTIVITIES ADMINISTERED BY THE DEPARTMENT OF CONSERVATION AND RECREATION|||1|GENERAL PROVISIONS|1|DEPARTMENT OF CONSERVATION AND RECREATION|||§ 10.1-104.3|Clean Water Farm Award Program.|<p>The Director shall establish the Clean Water Farm Award Program to recognize farms in the Commonwealth which utilize practices designed to protect water quality and soil resources. A farm shall be eligible for recognition upon application from the farmer or the local soil and water conservation district, if the district concurs that the farmer is implementing conservation practices that effectively address agricultural nonpoint source pollutants. Such practices may include vegetative riparian buffers, cover crops, conservation tillage, livestock exclusion from waterways, and nutrient management plans. The Director may establish guidelines for limiting the quantity of annual recipients, receiving and ranking applications, ensuring geographical representation of awards from the major watersheds of the Commonwealth including the Chesapeake Bay watershed, providing local farm recognition through the local soil and water conservation districts, and providing special statewide recognition to select farms. Recognition under this program shall not be a requirement under any other state program.</p><p>1998, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+CHAP0093'>93</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0349'>349</a>.</p>
