47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||1|GENERAL PROVISIONS|||||§ 47.1-1|Short title.|<p>This title may be cited as the "Virginia Notary Act."</p><p>1980, c. 580.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||1|GENERAL PROVISIONS|||||§ 47.1-2|Definitions.|<p>As used in this title, unless the context demands a different meaning:</p><p>"Acknowledgment" means a notarial act in which an individual at a single time and place (i) appears in person before the notary and presents a document; (ii) is personally known to the notary or identified by the notary through satisfactory evidence of identity; and (iii) indicates to the notary that the signature on the document was voluntarily affixed by the individual for the purposes stated within the document and, if applicable, that the individual had due authority to sign in a particular representative capacity.</p><p>"Affirmation" means a notarial act, or part thereof, that is legally equivalent to an oath and in which an individual at a single time and place (i) appears in person before the notary and presents a document; (ii) is personally known to the notary or identified by the notary through satisfactory evidence of identity; and (iii) makes a vow of truthfulness or fidelity on penalty of perjury.</p><p>"Commissioned notary public" means that the applicant has completed and submitted the registration forms along with the appropriate fee to the Secretary of the Commonwealth and the Secretary of the Commonwealth has determined that the applicant meets the qualifications to be a notary public and issues a notary commission and forwards same to the clerk of the circuit court, pursuant to this chapter.</p><p>"Copy certification" means a notarial act in which a notary (i) is presented with a document that is not a public record; (ii) copies or supervises the copying of the document using a photographic or electronic copying process; (iii) compares the document to the copy; and (iv) determines that the copy is accurate and complete.</p><p>"Credential analysis" means a process or service that independently affirms the veracity of a government-issued identity credential by reviewing public or proprietary data sources and meets the standards of the Secretary of the Commonwealth.</p><p>"Credible witness" means an honest, reliable, and impartial person who personally knows an individual appearing before a notary and takes an oath or affirmation from the notary to confirm that individual's identity.</p><p>"Document" means information that is inscribed on a tangible medium or that is stored in an electronic or other medium and is retrievable in perceivable form, including a record as defined in the Uniform Electronic Transactions Act (§ <a href='/vacode/59.1-479/'>59.1-479</a> et seq.).</p><p>"Electronic" means relating to technology having electrical, digital, magnetic, wireless, optical, electromagnetic, or similar capabilities.</p><p>"Electronic document" means information that is created, generated, sent, communicated, received, or stored by electronic means.</p><p>"Electronic notarial act" or "electronic notarization" means an official act by a notary under § <a href='/vacode/47.1-12/'>47.1-12</a> or as otherwise authorized by law that involves electronic documents.</p><p>"Electronic notarial certificate" means the portion of a notarized electronic document that is completed by the notary public, bears the notary public's signature, title, commission expiration date, and other required information concerning the date and place of the electronic notarization, and states the facts attested to or certified by the notary public in a particular notarization. The "electronic notarial certificate" shall indicate whether the notarization was done in person or by remote online notarization.</p><p>"Electronic notary public" or "electronic notary" means a notary public who has been commissioned by the Secretary of the Commonwealth with the capability of performing electronic notarial acts under § <a href='/vacode/47.1-7/'>47.1-7</a>.</p><p>"Electronic notary seal" or "electronic seal" means information within a notarized electronic document that confirms the notary's name, jurisdiction, and commission expiration date and generally corresponds to data in notary seals used on paper documents.</p><p>"Electronic signature" means an electronic sound, symbol, or process attached to or logically associated with an electronic document and executed or adopted by a person with the intent to sign the document.</p><p>"Identity proofing" means a process or service that independently verifies an individual's identity in accordance with § <a href='/vacode/2.2-436/'>2.2-436</a>.</p><p>"Notarial act" or "notarization" means any official act performed by a notary under § <a href='/vacode/47.1-12/'>47.1-12</a> or <a href='/vacode/47.1-13/'>47.1-13</a> or as otherwise authorized by law.</p><p>"Notarial certificate" or "certificate" means the part of, or attachment to, a notarized document that is completed by the notary public, bears the notary public's signature, title, commission expiration date, notary registration number, and other required information concerning the date and place of the notarization and states the facts attested to or certified by the notary public in a particular notarization.</p><p>"Notary public" or "notary" means any person commissioned to perform official acts under the title, and includes an electronic notary except where expressly provided otherwise.</p><p>"Oath" shall include "affirmation."</p><p>"Official misconduct" means any violation of this title by a notary, whether committed knowingly, willfully, recklessly or negligently.</p><p>"Personal knowledge of identity" or "personally knows" means familiarity with an individual resulting from interactions with that individual over a period of time sufficient to dispel any reasonable uncertainty that the individual has the identity claimed.</p><p>"Principal" means (i) a person whose signature is notarized or (ii) a person, other than a credible witness, taking an oath or affirmation from the notary.</p><p>"Record of notarial acts" means a device for creating and preserving a chronological record of notarizations performed by a notary.</p><p>"Remote online notarization" means an electronic notarization under this chapter where the signer is not in the physical presence of the notary.</p><p>"Satisfactory evidence of identity" means identification of an individual based on (i) examination of one or more of the following unexpired documents bearing a photographic image of the individual's face and signature: a United States Passport Book, a United States Passport Card, a certificate of United States citizenship, a certificate of naturalization, a foreign passport, an alien registration card with photograph, a state issued driver's license or a state issued identification card or a United States military card or (ii) the oath or affirmation of one credible witness unaffected by the document or transaction who is personally known to the notary and who personally knows the individual or of two credible witnesses unaffected by the document or transaction who each personally knows the individual and shows to the notary documentary identification as described in clause (i). In the case of an individual who resides in an assisted living facility, as defined in § <a href='/vacode/63.2-100/'>63.2-100</a>, or a nursing home, licensed by the State Department of Health pursuant to Article 1 (§ <a href='/vacode/32.1-123/'>32.1-123</a> et seq.) of Chapter 5 of Title 32.1 or exempt from licensure pursuant to § <a href='/vacode/32.1-124/'>32.1-124</a>, an expired United States Passport Book, expired United States Passport Card, expired foreign passport, or expired state issued driver's license or state issued identification card may also be used for identification of such individual, provided that the expiration of such document occurred within five years of the date of use for identification purposes pursuant to this title. In the case of an electronic notarization, "satisfactory evidence of identity" may be based on video and audio conference technology, in accordance with the standards for electronic video and audio communications set out in subdivisions B 1, 2, and 3 of § <a href='/vacode/19.2-3.1/'>19.2-3.1</a>, that permits the notary to communicate with and identify the principal at the time of the notarial act, provided that such identification is confirmed by (a) personal knowledge, (b) an oath or affirmation of a credible witness, or (c) at least two of the following: (1) credential analysis of an unexpired government-issued identification bearing a photograph of the principal's face and signature, (2) identity proofing by an antecedent in-person identity proofing process in accordance with the specifications of the Federal Bridge Certification Authority, (3) another identity proofing method authorized in guidance documents, regulations, or standards adopted pursuant to § <a href='/vacode/2.2-436/'>2.2-436</a>, or (4) a valid digital certificate accessed by biometric data or by use of an interoperable Personal Identity Verification card that is designed, issued, and managed in accordance with the specifications published by the National Institute of Standards and Technology in Federal Information Processing Standards Publication 201-1, "Personal Identity Verification (PIV) of Federal Employees and Contractors," and supplements thereto or revisions thereof, including the specifications published by the Federal Chief Information Officers Council in "Personal Identity Verification Interoperability for Non-Federal Issuers."</p><p>"Seal" means a device for affixing on a paper document an image containing the notary's name and other information related to the notary's commission.</p><p>"Secretary" means the Secretary of the Commonwealth.</p><p>"State" includes any state, territory, or possession of the United States.</p><p>"Verification of fact" means a notarial act in which a notary reviews public or vital records to (i) ascertain or confirm facts regarding a person's identity, identifying attributes, or authorization to access a building, database, document, network, or physical site or (ii) validate an identity credential on which satisfactory evidence of identity may be based.</p><p>1980, c. 580; 2007, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0269'>269</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0590'>590</a>; 2011, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0731'>731</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0834'>834</a>; 2012, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0566'>566</a>; 2016, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0185'>185</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0902'>902</a>; 2021, Sp. Sess. I, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0078'>78</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-3|Power of appointment.|<p>The Governor may appoint in and for the Commonwealth as many notaries as to him shall seem proper. Any person who acts as a notary in the Commonwealth shall register with and be commissioned by the Secretary of the Commonwealth and otherwise be in compliance with the provisions of this title.</p><p>Code 1950, § 47-2; 1962, p. 287; 1972, c. 824; 1976, c. 559; 1979, c. 14; 1980, c. 580; 2007, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0269'>269</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0590'>590</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-4|Qualification for appointment.|<p>To be qualified to be commissioned as a notary in the Commonwealth, each such person (i) shall be at least 18 years of age, (ii) shall be a legal resident of the United States, (iii) shall be able to read and write the English language, (iv) shall never have been convicted of a felony under the laws of the United States, the Commonwealth, or any other state, unless such person has been pardoned for such felony, has had his conviction vacated by the granting of a writ of actual innocence, or has had his rights restored, and (v) shall otherwise be in compliance with the provisions of this title. A nonresident of Virginia may register and be commissioned as a notary only if he is regularly employed in the Commonwealth and meets all of the requirements of this section. A member of the armed services of the United States shall be eligible to register and be commissioned as a notary notwithstanding the provisions of § <a href='http://law.lis.virginia.gov/vacode/2.2-2800/'>2.2-2800</a>.</p><p>Code 1950, §§ 47-2, 47-3; 1972, c. 824; 1976, c. 559; 1979, c. 14; 1980, c. 580; 1983, c. 435; 1986, c. 561; 1989, c. 163; 2007, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0269'>269</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0590'>590</a>; 2013, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+CHAP0086'>86</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-5|Application.|<p>No person shall be commissioned as a notary public or electronic notary public pursuant to this title until he submits an application fee as set forth in § <a href='http://law.lis.virginia.gov/vacode/2.2-409/'>2.2-409</a> and a complete and correct application to the Secretary of the Commonwealth, in a form prescribed by the Secretary, which shall include the oath of the applicant, signed and sworn before some officer authorized by law to administer oaths, that the answers to all questions on the application are true and complete to the best of his knowledge and that he is qualified to be appointed and commissioned as a notary public. The Secretary may accept applications by electronic means.</p><p>Any application fee shall be waived for an application filed by a clerk or deputy clerk of a circuit or district court.</p><p>Code 1950, § 47-2; 1962, p. 687; 1976, c. 559; 1979, c. 14; 1980, c. 580; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0488'>488</a>; 2002, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?021+ful+CHAP0832'>832</a>; 2007, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0269'>269</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0590'>590</a>; 2008, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0117'>117</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0814'>814</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-5.1|Application for recommission.|<p>Persons already commissioned as notaries public or electronic notaries public pursuant to this title and who are submitting application for recommission as a notary or electronic notary may submit applications to the Secretary in person, by first-class mail, or online, provided online applications contain electronic signatures, authorized by the Uniform Electronic Transactions Act (§ <a href='http://law.lis.virginia.gov/vacode/59.1-479/'>59.1-479</a> et seq.), as confirmation that the application has been signed and sworn pursuant to § <a href='http://law.lis.virginia.gov/vacode/47.1-5/'>47.1-5</a>.</p><p>2011, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0123'>123</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0177'>177</a>; 2014, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+CHAP0703'>703</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-6|Reserved.|<p>Reserved.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-6.1|Standards for electronic notarization.|<p>The Secretary of the Commonwealth shall develop standards for electronic notarization and the Virginia Information Technologies Agency shall provide assistance to the Secretary of the Commonwealth relating to the equipment, security, and technological aspects of the electronic notarization standards. The process for developing and maintaining such standards shall be exempt from the Administrative Process Act (§ <a href='http://law.lis.virginia.gov/vacode/2.2-4000/'>2.2-4000</a> et seq.).</p><p>2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0160'>160</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-7|Additional requirements for performing electronic notarial acts.|<p>A. An applicant shall submit a registration form established by the Secretary for registering and being commissioned as an electronic notary public, which shall include:</p><p>1. The applicant's full legal and official notary names;</p><p>2. A general description of the technology or technologies the registrant will use to create an electronic signature in performing official acts;</p><p>3. Certification of compliance to the Secretary of the Commonwealth with electronic notary standards developed in accordance with § <a href='http://law.lis.virginia.gov/vacode/47.1-6.1/'>47.1-6.1</a>; and</p><p>4. The electronic mail address of the registrant.</p><p>B. The registration form shall (i) be signed by the applicant using the electronic signature described in the form; (ii) include any decrypting instructions, codes, keys, or software that allow the registration to be read; and (iii) be transmitted electronically to the Secretary.</p><p>C. Nothing herein shall be construed to prevent an electronic notary from using updated technology or technologies during the term of the commission; however, the electronic notary shall notify the Secretary electronically within 90 days of installation or use of such updated technology or technologies and provide a brief description thereof.</p><p>2007, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0269'>269</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0590'>590</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0160'>160</a>; 2011, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0731'>731</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0834'>834</a>.</p>
47.1|NOTARIES AND OUT-OF-STATE COMMISSIONERS|||||2|APPOINTMENT|||||§ 47.1-8|Commission to be issued, etc.|<p>Upon receipt of a completed application and the correct fee, the Secretary, if satisfied the applicant is qualified to be registered and commissioned as a notary public or electronic notary public, shall prepare a notary commission for the applicant which shall include a registration number and forward the commission for a notary public or electronic notary public to the clerk of the circuit court in which the applicant shall elect to qualify. The Secretary shall thereupon notify the applicant that the commission has been granted and where and how it may be secured. An electronic notary public may act as a notary public in all respects upon being commissioned as an electronic notary public.</p><p>Code 1950, § 47-2; 1962, p. 687; 1976, c. 559; 1979, c. 14; 1980, c. 580; 2007, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0269'>269</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+CHAP0590'>590</a>; 2008, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0117'>117</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0814'>814</a>.</p>
