53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|1|General Provisions|||§ 53.1-1|Definitions.|<p>As used in this title, unless the context requires a different meaning:</p><p>"Board" or "State Board" means the State Board of Local and Regional Jails.</p><p>"Community correctional facility" means any group home, halfway house or other physically unrestricting facility used for the housing, treatment or care of adult offenders established or operated with funds appropriated to the Department of Corrections from the state treasury and maintained or operated by any political subdivision, combination of political subdivisions or privately operated agency within the Commonwealth.</p><p>"Community supervision" means probation, parole, postrelease supervision, programs authorized under the Comprehensive Community Corrections Act for local responsible offenders, and programs authorized under Article 7 (§ <a href='/vacode/53.1-128/'>53.1-128</a> et seq.) of Chapter 3.</p><p>"Correctional officer" means a duly sworn employee of the Department of Corrections whose normal duties relate to maintaining immediate control, supervision and custody of prisoners confined in any state correctional facility.</p><p>"Department" means the Department of Corrections.</p><p>"Deputy sheriff" means a duly sworn officer appointed by a sheriff pursuant to § <a href='/vacode/15.2-1603/'>15.2-1603</a> whose normal duties include, but are not limited to, maintaining immediate control, supervision and custody of prisoners confined in any local correctional facility and may include those duties of a jail officer.</p><p>"Director" means the Director of the Department of Corrections.</p><p>"Jail officer" means a duly sworn employee of a local correctional facility, except for deputy sheriffs, whose normal duties relate to maintaining immediate control, supervision and custody of prisoners confined in any local correctional facility. This definition in no way limits any authority otherwise granted to a duly sworn deputy sheriff whose duties may include those of a jail officer.</p><p>"Local correctional facility" means any jail, jail farm or other place used for the detention or incarceration of adult offenders, excluding a lock-up, which is owned, maintained, or operated by any political subdivision or combination of political subdivisions of the Commonwealth. For the purposes of subsection B of § <a href='/vacode/53.1-68/'>53.1-68</a> and §§ <a href='/vacode/53.1-69/'>53.1-69</a>, <a href='/vacode/53.1-69.1/'>53.1-69.1</a>, and <a href='/vacode/53.1-127/'>53.1-127</a>, "local correctional facility" also includes any facility owned, maintained, or operated by any political subdivision or combination of political subdivisions of the Commonwealth that is used for the detention or incarceration of people pursuant to a contract or third-party contract with the federal government or any agency or contractor thereof.</p><p>"Lock-up" means a facility whose primary use is to detain persons for a short period of time as determined by the Board.</p><p>"State correctional facility" means any correctional center or correctional field unit used for the incarceration of adult offenders established and operated by the Department of Corrections, or operated under contract pursuant to § <a href='/vacode/53.1-262/'>53.1-262</a>. This term shall include "penitentiary" whenever used in this title or other titles of the Code.</p><p>Code 1950, §§ 53-9, 53-19.5, 53-19.18, 53-19.18:1, 53-19.23; 1966, c. 300; 1970, c. 648; 1974, cc. 44, 45; 1976, cc. 740, 756; 1977, c. 187; 1981, c. 487; 1982, c. 636; 1983, c. 477; 1991, c. 383; 1995, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+CHAP0224'>224</a>; 1999, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+CHAP0845'>845</a>; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0807'>807</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0759'>759</a>; 2020,  Sp. Sess. I, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0023'>23</a>.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|1|General Provisions|||§ 53.1-1.01|Certified mail; subsequent mail or notices may be sent by regular mail.|<p>Whenever in this title the Board or the Department is required to send any mail or notice by certified mail and such mail or notice is sent certified mail, return receipt requested, then any subsequent, identical mail or notice that is sent by the Board or the Department may be sent by regular mail.</p><p>2011, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0566'>566</a>.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|1|General Provisions|||§ 53.1-1.1|Telephone systems within correctional facilities.|<p>The Department of Corrections shall offer debit or prepaid telephone systems, in addition to any existing collect calling systems, which allow telephone calls to be placed to the telephone number or numbers on an approved call list. Such telephone systems may be established with the lowest available rates.</p><p>2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0612'>612</a>.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|1|General Provisions|||§ 53.1-1.2|Visitation policies.|<p>The following procedures regarding individuals who are physically present at a state correctional facility for the purpose of visiting a prisoner shall apply:</p><p>1. Upon entry into a state correctional facility, visitors shall be informed of the items that they are not permitted to bring into the facility and the items that they are permitted to bring into the facility.</p><p>2. If an item that is otherwise legal for the visitor to possess is not permitted in the facility, the item may be placed in the possession of facility employees, if the facility is able to store such item, for the duration of the visit and returned to the visitor upon leaving the facility.</p><p>3. If equipment is available, visitors shall be scanned or wanded by an electronic scanning or detection device, or both.</p><p>4. If detector canines are available, visitors shall be subjected to a detector canine search.</p><p>5. If the detector canine search, scanning, or wanding does not indicate any contraband and the visitor is otherwise eligible to visit, the visitor shall be allowed a visit with the prisoner that allows personal contact.</p><p>6. If the detector canine search, scanning, or wanding indicates the possibility of contraband, the visitor shall have the option of consenting to a search of his person. If the visitor does not consent to a search of his person after only a detector canine search indicates the possibility of contraband and the visitor is otherwise eligible to visit, he shall be allowed a visit with the prisoner that does not allow personal contact. If the visitor does not consent to a search of his person after scanning or wanding indicates the possibility of contraband, the Department may deny the visitor entry into the facility in accordance with the operating procedures regarding visiting privileges as authorized by § <a href='/vacode/53.1-30/'>53.1-30</a>.</p><p>7. A visitor shall be allowed to leave the correctional facility and discontinue the search process prior to the discovery of contraband. A visitor shall not be barred from future visits because he stops a search prior to the discovery of contraband or refuses to consent to a search of his person, including refusing to consent to a strip search or a search of any body cavity. Correctional facility personnel shall not use the search procedure or search results as a threat to bar future visits. The superintendent, warden, or other official in charge of the facility shall ensure that correctional facility personnel do not use the search procedure or search results as a threat to bar future visits.</p><p>2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1170'>1170</a>.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|2|State Board of Local and Regional Jails|||§ 53.1-2|Appointment of members; qualifications; terms and vacancies.|<p>There shall be a State Board of Local and Regional Jails, which shall consist of nine residents of the Commonwealth appointed by the Governor and subject to confirmation by the General Assembly. In making appointments the Governor shall endeavor to select appointees of such qualifications and experience that the membership of the Board shall include persons suitably qualified to consider and act upon the various matters under the Board's jurisdiction. Members of the Board shall be appointed as follows: (i) one former sheriff or one former warden, superintendent, administrator, or operations manager of a state or local correctional facility; (ii) one individual employed by a public mental health services agency with training in or clinical, managerial, or other relevant experience working with individuals subject to the criminal justice system who have mental illness; (iii) one individual with experience overseeing a correctional facility's or mental health facility's compliance with applicable laws, rules, and regulations; (iv) one physician licensed in the Commonwealth; (v) one individual with experience in administering educational or vocational programs in state or local correctional facilities; (vi) one individual with experience in financial management or performing audit investigations; (vii) one citizen member who represents community interests; and (viii) two individuals with experience in conducting criminal, civil, or death investigations.</p><p>Members of the Board shall serve at the pleasure of the Governor and shall be appointed for terms of four years. A vacancy other than by expiration of term shall be filled by the Governor for the unexpired term.</p><p>No person shall be eligible to serve more than two full consecutive four-year terms.</p><p>Code 1950, §§ 53-19.23, 53-19.24; 1974, cc. 44, 45; 1981, c. 487; 1982, c. 636; 2017, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0759'>759</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0759'>759</a>.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|2|STATE BOARD OF CORRECTIONS|||§ 53.1-3|Persons ineligible for appointment.|<p>No director, officer or employee of an institution subject to the provisions of this title shall be appointed a member of the Board.</p><p>Code 1950, § 53-19.32; 1974, cc. 44, 45; 1982, c. 636.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|2|STATE BOARD OF CORRECTIONS|||§ 53.1-4|Meetings; quorum; officers; main office.|<p>The Board shall meet at least six times each calendar year and at other times as it deems appropriate. Five members of the Board shall constitute a quorum. The Board shall select a chairman and secretary from its membership. The main office of the Board shall be in Richmond.</p><p>Code 1950, §§ 53-19.25, 53-19.29, 53-19.30, 53-19.31; 1974, cc. 44, 45; 1982, c. 636.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|2|State Board of Local and Regional Jails|||§ 53.1-5|Powers and duties of Board.|<p>The Board shall have the following powers and duties:</p><p>1. To develop and establish operational and fiscal standards governing the operation of local, regional, and community correctional facilities;</p><p>2. To advise the Governor and Director on matters relating to corrections;</p><p>3. To make, adopt and promulgate such rules and regulations as may be necessary to carry out the provisions of this title and other laws of the Commonwealth pertaining to local, regional, and community correctional facilities;</p><p>4. To ensure the development of programs to educate citizens and elicit public support for the activities of the Department;</p><p>5. To develop and implement policies and procedures for the review of the death of any inmate that the Board determines warrants review that occurs in any local, regional, or community correctional facility. Such policies and procedures shall incorporate the Board's authority under § <a href='/vacode/53.1-6/'>53.1-6</a> to ensure the production of evidence necessary to conduct a thorough review of any such death;</p><p>6. To establish minimum standards for health care services, including medical, dental, pharmaceutical, and behavioral health services, in local, regional, and community correctional facilities and procedures for enforcing such minimum standards, with the advice of and guidance from the Commissioner of Behavioral Health and Developmental Services and State Health Commissioner or their designees. Such minimum standards shall require that each local, regional, and community correctional facility submit a standardized quarterly continuous quality improvement report documenting the delivery of health care services, along with any improvements made to those services, to the Board. The Board shall make such reports available to the public on its website. The Board may determine that any local, regional, or community correctional facility that is accredited by the American Correctional Association or National Commission on Correctional Health Care meets such minimum standards solely on the basis of such facility's accreditation status; however, without exception, the requirement that each local, regional, and community correctional facility submit a standardized quarterly continuous quality improvement report to the Board shall be a mandatory minimum standard; and</p><p>7. To report annually on or before December 1 to the General Assembly and the Governor on the results of the inspections and audits of local, regional, or community correctional facilities conducted pursuant to § <a href='/vacode/53.1-68/'>53.1-68</a> and the reviews of the deaths of inmates that occur in any local, regional, or community correctional facility conducted pursuant to § <a href='/vacode/53.1-69.1/'>53.1-69.1</a>. The report shall include (i) a summary of the results of such inspections, audits, and reviews, including any trends identified by such inspections, audits, and reviews and the frequency of violations of each standard established for local, regional, or community correctional facilities, and (ii) any recommendations for changes to the standards established for local, regional, or community correctional facilities or the policies and procedures for conducting reviews of the death of inmates to improve the operations, safety, and security of local, regional, or community correctional facilities.</p><p>Code 1950, §§ 53-19.33, 53-19.34, 53-19.39; 1974, cc. 44, 45; 1976, c. 249; 1982, c. 636; 1984, c. 720; 2011, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0375'>375</a>; 2012, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0803'>803</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0835'>835</a>; 2015, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0293'>293</a>; 2017, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0759'>759</a>; 2019, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0695'>695</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0696'>696</a>; 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0759'>759</a>.</p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|2|State Board of Local and Regional Jails|||§ 53.1-5.1|Repealed.|<p>Repealed by Acts 2020, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0759'>759</a>, cl. 2.</p><p></p>
53.1|PRISONS AND OTHER METHODS OF CORRECTION|||||1|ADMINISTRATION GENERALLY|2|State Board of Local and Regional Jails|||§ 53.1-5.2|Compilation of certain data for redistricting purposes.|<p>A. The Board shall direct the sheriffs of all local jails and the jail superintendents of all regional jails to provide to it, no later than May 1 of any year in which the decennial census is taken, information regarding each person incarcerated in a local or regional jail on April 1 of that year. Such information shall include, for each person incarcerated, (i) his residential street address at the time of incarceration, or other legal residence, if known; (ii) his race, his ethnicity as identified by him, and whether he is 18 years of age or older; and (iii) the street address of the correctional facility in which he was incarcerated on April 1 of that year. Upon receipt of such information, the Board shall assign to each person a unique identifier, other than his name or offender identification number.</p><p>B. Pursuant to § <a href='/vacode/24.2-314/'>24.2-314</a>, the Board shall provide to the Division of Legislative Services, not later than July 1 of any year in which the decennial census is taken and in a format specified by the Division of Legislative Services, the information specified in subsection A, including the Board-assigned unique identifier.</p><p>2020, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1229'>1229</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1265'>1265</a>.</p>
