55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-100|Aliens may acquire, hold, and transmit real estate; when reciprocity required.|<p>Any alien, not an enemy, may acquire by purchase or descent and hold real estate in the Commonwealth, and such real estate shall be transmitted in the same manner as real estate held by citizens. However, if, at the time of the transfer, a court of the Commonwealth determines that the laws of a foreign country or sovereignty effectively deny a Virginia resident, legatee, or distributee the benefit, use, or control of money or other property held in such foreign country or sovereignty, a judgment or order issued in the Commonwealth concerning the rights of a resident of that foreign country or sovereignty to the benefit, use, or control of money or property held in the Commonwealth may direct that the money or property be paid into the court for the benefit of the alien. The money or property paid into court shall be paid out only upon order of the court or pursuant to the order or judgment of a court of competent jurisdiction. Any of the money or property remaining with the court upon expiration of three years from the decedent's death shall be paid out by the court as if the alien had predeceased the decedent.</p><p>Code 1919, § 66; Code 1950, § 55-1; 1993, c. 535; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-101|When deed or will necessary to convey estate; no parol partition or gift valid.|<p>A. No estate of inheritance or freehold in lands shall be conveyed unless by deed or will, and no voluntary partition of lands by coparceners, having such an estate in such land, shall be made except by deed. In addition, no right to a conveyance of any such estate or term in land shall accrue to the donee of the land or those claiming under him, under a gift or promise of gift of such estate or term in land not in writing, even if such gift or promise is followed by possession and improvement of the land by the donee or those claiming under him.</p><p>B. Any lease agreement or other written document conveying a non-freehold estate in land, which was entered into before, and which remains in effect as of, February 13, 2019, or which is entered into after February 13, 2019, shall not be invalid, unenforceable, or subject to repudiation by the parties to such agreement on account of, or otherwise affected by, the fact that the conveyance of the estate was not in the form of a deed.</p><p>Code 1919, § 5141; Code 1950, § 55-2; 2019, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0011'>11</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0049'>49</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-102|When gift of personal property invalid.|<p>No gift of any personal property is valid (i) unless conveyed by deed or will or (ii) unless the donee or a person claiming under the donee has and remains in actual possession of such personal property. If the donor and donee reside together at the time of the gift, possession at the place of their residence is not a sufficient possession within the meaning of this section. This section shall not apply to personal paraphernalia used exclusively by the donee.</p><p>Code 1919, § 5142; Code 1950, § 55-3; 1973, c. 401; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-103|Suicide or attainder of felony.|<p>Neither suicide nor attainder of felony shall cause a corruption of blood or forfeiture of estate.</p><p>Code 1919, § 4762; Code 1950, § 55-4; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-104|Estates to lie in grant as well as in livery.|<p>All real estate shall, as regards the conveyance of the immediate freehold thereof, be deemed to lie in grant as well as in livery.</p><p>Code 1919, § 5146; Code 1950, § 55-5; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-105|Same estates may be created by deed as by will.|<p>Any interest in or claim to real estate, including easements in gross, may be transferred by deed or will. Any estate may be made to commence at a future date, by deed, in like manner as by will, and any estate that would be valid as an executory devise or bequest is valid if created by deed.</p><p>Code 1919, § 5147; Code 1950, § 55-6; 1962, c. 169; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-106|Power of disposal in life tenant not to defeat remainder unless exercised; power of disposal held by fiduciary.|<p>If any interest in or claim to real estate or personal property is disposed of by deed or will for life, with a limitation in remainder over, and the same instrument confers expressly or by implication a power upon the life tenant in his lifetime or by will to dispose absolutely of such property, the limitation in remainder over shall not fail, or be defeated, except to the extent that the life tenant lawfully exercised such power of disposal. A deed of trust or mortgage executed by the life tenant shall not be construed to be an absolute disposition of the estate, unless such estate is sold under the deed of trust or mortgage. A power of disposal held by any person in a fiduciary capacity under an express trust in writing shall not be deemed to be held by such fiduciary in a beneficial capacity and shall not be construed in any manner to enlarge the beneficial interest otherwise given to him under such trust.</p><p>Code 1919, § 5147; Code 1950, § 55-7; 1978, c. 659; 2005, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0935'>935</a>; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-107|Default or surrender of tenant for life not to prejudice remainderman.|<p>If any tenant for life of land make default or surrender, the heirs or those entitled to the remainder may, before judgment, be admitted to defend their right or, after judgment, may assert their right without prejudice from such default or surrender.</p><p>Code 1919, § 5443; Code 1950, § 55-8; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-108|Conveyance of estate or interest in property by grantor to himself and another.|<p>Any person having an estate or interest in real or personal property may convey such estate or interest to himself or to himself and another or others, including to himself and his spouse as tenants by the entirety or otherwise, and the fact that one or more persons are both grantor or grantee or grantors and grantees in the same conveyance shall be no objection to the conveyance. The grantee or grantees in any such conveyance shall take title in like manner, and the estate vested in them shall be the same as if the conveyance had been made by one or more persons who are not also grantee or grantees.</p><p>All such conveyances made prior to July 1, 1986, are validated notwithstanding defects in the form thereof that do not affect vested rights.</p><p>1945, p. 39; Michie Suppl. 1946, § 5147a; Code 1950, § 55-9; 1986, c. 583; 1987, c. 186; 1999, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+CHAP0196'>196</a>; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
55.1|Property and Conveyances|I|Property Conveyances|||1|Creation and Limitation of Estates|1|Creation and Transfer of Estates|||§ 55.1-109|Deed valid for grantor's right; operation of warranty.|<p>A writing that purports to pass or assure a greater right or interest in real estate than the person making it may lawfully pass or assure shall operate as an alienation of such right or interest in such real estate as such person might lawfully convey or assure; and when the deed of the alienor mentions that he and his heirs will warrant what it purports to pass or assure, if anything descends from him, his heirs shall be barred for the value of what is so descended or liable for such value.</p><p>Code 1919, § 5148; Code 1950, § 55-10; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0712'>712</a>.</p>
